Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed
USER USER USER USER Setuju. Memang PKS bukan PKI. Cara2 PKI ini persis seperti cara2 pks menggaet golongan akar rumput dengan isu2 agama. Maka dari itu PKS disebut sbg partai komunis syariah.';1;0;0;1;1;1;0;0;0;0;1;0;user user user user tuju partai adil sejahtera partai komunis indonesia partai komunis indonesia persis partai adil sejahtera gaet golong akar rumput isu isu agama partai adil sejahtera partai komunis syariat
USER USER USER wew penjilat penghina Habib, gimana loe mau minta syafaat bonggg cucu baginda Nabi loe hina-hina begini';1;1;1;0;1;0;0;0;0;1;0;0;user user user jilat hina habib syafaat kecebong cucu baginda nabi hina hina
"USER sikap apa emang yg diharapkan soal 65, papua, lgbt, dan hak-hak sipil? berani bilang pki gak bersalah, papua berhak merdeka, lgbt harus dihargai eksistensi &amp; hak2nya, hak sipil harus dipenuhi? boleh aja. orang bebas bersikap, bergantung";0;0;0;0;0;0;0;0;0;0;0;0;user sikap harap papua lesbian gay bisexual transgender hak hak sipil berani bilang partai komunis indonesia salah papua hak merdeka lesbian gay bisexual transgender harga eksistensi hak hak hak sipil penuh orang bebas sikap gantung
Rightfully so. RT tell Israel to go fuck itself, tell em I said so okay? Meanwhile, in the US, they are trying to get a bill passed that would completely decriminalize the immigrants from ALL crimes. Called a new way forward this bill is devious.;1;1;0;1;0;0;0;0;1;0;1;0;rightfully tell israel go fuck tell em say ok meanwhile u try get bon pas would completely decriminalize immigrant crime call new way forward bon devious
"6. USER maksa banget pingin jadi Presiden padahal MAS paling Cuma bisa jadi maling uang rakyat.&amp; gaya pilitiknya selalu pakai ayat, mayat dan agama. Demi ambisi!! Orang seperti ini otaknya normal apa gk ya? #MardaniKelimpungan";1;1;1;0;0;0;0;0;1;1;0;0;user paksa banget presiden pal maling duit rakyat gaya politik pakai ayat mayat agama ambisi orang otak normal mardani kelimpungan
USER USER tangkap segera ustot bajingan ini!! URL;1;1;1;0;0;0;0;0;1;0;0;1;user user tangkap ustaz bajing
IPK 3,5 ra ono artine nek ra iso bahasa Inggris. Padahal jurusan bahasa neng SMA bukanlah jurusan yg favorit. Tapi Iso bahasa Inggris = modal awal golek gawean. Milih jadi TKI di Singapura yg berangkat tanpa gelar tapi pulang dah bisa ngomong bahasa Ingg;0;0;0;0;0;0;0;0;0;0;0;0;indeks prestasi kumulatif ra ono arti nek ra bahasa inggris jurus bahasa neng jurus favorit bahasa inggris modal golek kerja pilih tenaga kerja indonesia singapura berangkat gelar pulang bicara bahasa ing
USER USER Tunjukkan di dunia ini ada pernah Muslim membantai umat lain ?????? TUNJUKKAN bung !!!!!;1;0;1;0;0;0;0;0;1;1;0;0;user user dunia muslim bantai umat lie
"Buku Langka&gt; Tarich Agama Islam. ; Oleh; H. O. S. Tjokroaminoto. ; Tahun 1950. 183 Halaman. ; Hardcover. Harga 450.000. Minat?";0;0;0;0;0;0;0;0;0;0;0;0;buku langka tarich agama islam h si tjokroaminoto halaman hard cover harga minat
Most of that was the past though. Should he be confined to only speaking 20 year old ideals because that's what people remember of him? He growing we should let him, no?;0;0;0;0;0;0;0;0;0;0;0;0;pal though confine speak old ideal people remember grow let
"USER USER USER Setipe sama yang dibelain. \nKata andalan ""cebong"" adalah pemuas syahwatnya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'";0;0;0;0;0;0;0;0;0;0;0;0;user user user tipe bela andal kecebong muas syahwat
jangan heran pemerintahan jokowi sekarang ini budaknya kulinya cina2 ahok kafir dan 9 naga...;1;1;1;0;0;1;0;0;0;1;0;0;heran perintah jokowi budak kuli cina cina ahok kafir naga
Presiden USER hadiri Milad PMII. selamat ultah PMII ~ USER USER USER USER #2019TetapJokowi #Jokowi2Periode #JokowiDuaPeriode #JokowiMembangunIndonesia;0;0;0;0;0;0;0;0;0;0;0;0;presiden user hadir milad gera mahasiswa islam indonesia selamat ulang gera mahasiswa islam indonesia user user user user jokowi jokowi periode jokowi periode jokowi bangun indonesia
"#lrt ya allah :(( barel ada barang diduga bom??? Merinding asli ya allah takut, mana td sempet mo beli dimsum gak kebayang kalo sampe ""kejadian"" \xf0\x9f\x98\xad\xf0\x9f\x98\xad'";0;0;0;0;0;0;0;0;0;0;0;0;light rail transit allah barel barang duga bom merinding asli allah takut beli dimsum bayang
USER Dimaklumin aja, namanya juga KAMPRET, semua serba terbalik, hidupnya juga terbalik, menggelantung. Wajar kalau segala pemikirannya juga terbalik, kepalapun bau pesing karena kencingpun harus terbalik pula membasahi kepalanya. Pesing tak selalu;1;1;0;1;0;0;0;0;1;0;1;0;user maklum nama kampret serba hidup gelantung wajar pikir kepala bau pesing kencing basah kepala pesing
RT USER: Hoax adalah ari ari politik pak jokowi Kebohongan sama dengan hoax hoax adalah kita wakwaww;1;0;1;0;0;0;0;0;1;1;0;0;user hoaks ari ari politik jokowi bohong hoaks hoaks
"#Indonesia is mourning the #death of #SalahuddinWahid, a prominent #Muslim cleric, #lawmaker and #democracy fighter.
Read more...  http://ow.ly/bEfB50ybCckÃÂ 
 USER  USER  USER";0;0;0;0;0;0;0;0;0;0;0;0;indonesia mourn death salahuddinwahid prominent muslim cleric lawmaker democracy fighter read user user user
"USER Temen gue ada yg errr gue ga tau dia psiko apa engga tpi dia pernah ada laba"" lewat teros diinjek teros di makan\n\nEh sarap sih itu namanya'";0;1;0;0;0;0;0;0;0;0;0;0;user teman errr tau psiko laba injak makan sarap nama
lewat kamar kamu liat kamu elusin memek/ heh ngapain itu tangannya? -barom fc';0;1;0;0;0;0;0;0;0;0;0;0;kamar lihat elusi memek tangan barom fuck
"You're so handsome, but short. Wkwkkw.
#2019GantiPresiden";0;1;0;0;0;0;0;0;0;0;0;0;handsome short ganti presiden
"Masak bikin Riwayat kturunan ga bs! ; Sy umumkan darah sy; ; Ibu sy; Eci Diaman Tuti binti K.H Ahmad Yasadipura; Istri kakek saya R.A Karlina; ; Bapak sy; Indra Wijaya bin S.R.M (Sutan Rangkayo Mulia) H. Zaenal Arifin ; Istri kakek saya Hj Nurdiana; ; Cate";0;0;0;0;0;0;0;0;0;0;0;0;masak riwayat turun darah eci diam tuti binti k h ahmad yasa adipura istri kakek r karlina indra wijaya bin si r sutan rangkayo mulia h zaenal arifin istri kakek hj nurdiana cate
USER Dimanfaatkan utk politik rezim...';0;0;0;0;0;0;0;0;0;0;0;0;user manfaat politik rezim
Menurut kalian say enakan jilmek memek mulus apa memek yang lebat bulunya yang bikin sensasi?';0;1;0;0;0;0;0;0;0;0;0;0;say enak jilat memek memek mulus memek lebat bulu sensasi
USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 bencong idiot it kl yg ga berani pk akun asli buat sebar hoax dan fitnah, nah skrng cb liat aja akun lu cong \xf0\x9f\x98\x82\xf0\x9f\x98\x82';1;1;1;0;0;0;1;1;0;1;0;0;user bencong idiot berani akun asli sebar hoaks fitnah coba lihat akun cong
"Thin, but big liar  USER
#IncumbentInProblems
Ã°ÂÂÂ®Ã°ÂÂÂ©Ã°ÂÂÂ®Ã°ÂÂÂ©
#KpuJanganCurang
#SaveOurDemocracy https://twitter.com/Jhon_Khaneddy/status/1119441423823097856ÃÂ Ã¢ÂÂ¦";1;0;1;0;0;0;0;0;1;1;0;0;thin liar user incumbent problem komisi pilih curang save democracy
USER Waduh, adminnya ga ada dukungan teknis dr ahli ekonomi partai ya. Akun resmi partai harus dimanfaatkan utk komunikasikan pesan yg berarti dan mendidik, paling tidak utk anggota dan simpatisannya.;0;0;0;0;0;0;0;0;0;0;0;0;user adminnya dukung teknis ahli ekonomi partai akun resmi partai manfaat komunikasi pesan arti didik pal anggota simpatisan
For fuck sake mcdonalds's breakfast should be up for 24 hours, those damn muffins;0;1;0;0;0;0;0;0;0;0;0;0;fuck sake mcdonalds breakfast hour damn muffin
RT USER kalau jokowi ga bs diingatkan... mundur aja jendral.. bantai doi th 2019 lewat pemilihan presiden;1;0;1;0;0;0;0;0;1;0;0;1;user jokowi mundur jenderal bantai pilih presiden
"If you feel it was unfair, it's your right. Walk out because you were so angry? up to you. But  if your short temper and damaging the facility & refused say sorry, it's rude. That's not what sport is.
#shameonyoualjufferi
#shameonyoumalaysia
#shameonyoumalingsia
#AsianGames2018";0;0;0;0;0;0;0;0;0;0;0;0;feel unfair right walk angry short temper damage facility refuse say maaf rude sport shame aljufferi shame malaysia shame malaysia asi game
"Agama adalah energi, disatu sisi ia bisa konstruktif, dan disisi satu lain agama bisa merusak; yang demikian bukanlah agama yang bermasalah, namun orang-orang yang berbicara atas nama Agama, itulah Masalahnya.; ; - Syaikh Abdullah Bin Bayyah";0;0;0;0;0;0;0;0;0;0;0;0;agama energi sisi konstruktif sisi lie agama rusak agama orang orang bicara nama agama syaikh abdullah bin bayyah
"USER ada nama panggilanya ""yasuko"" entah alesanya apa ya? cuman dulu waktu kecil aku itu gendut,mata nya sipit, yah gitu lahh ~~ #SSemangatpagi'";0;0;0;0;0;0;0;0;0;0;0;0;user nama panggil yasuko ala gendut mata sipit semangat pagi
USER Tebal banget bentuk memek ya tante';0;1;0;0;0;0;0;0;0;0;0;0;user tebal banget bentuk memek tante
USER Bacot bae lu ah';1;1;1;0;0;0;0;0;1;1;0;0;user bacot
Siapapun gubernur dan presidennya, rakyatnya, ya kitaÃÂ² juga...;0;0;0;0;0;0;0;0;0;0;0;0;gubernur presiden rakyat
RT USER: #RETWEET \nHijab Sangek Pengen Dientot\n\n(Part 2)\n\n#blowjob #kontol #hijab #ngentothijab #sepongkontol \n#sangeberat #san\xe2\x80\xa6';0;1;0;0;0;0;0;0;0;0;0;0;user hijab sange dingentot part blowjob kontol hijab ngentot orang hijab sepong kontol sange berat san
USER Karna lu jbjbnya udah siang coba tdi pagi pasti masih pagi yakan? Tolong jangan goblok tang wkwk';0;1;0;0;0;0;0;0;0;0;0;0;user join bareng join bareng siang coba pagi pagi iya tolong goblok tang
Presiden USER Keluhkan Minimnya Publikasi Asian Games XVIII #AsianGames2018;0;0;0;0;0;0;0;0;0;0;0;0;presiden user keluh minim publikasi asi game asi game
USER LAHH ITU DN LU BUNDA GEBLEK';1;1;1;0;0;0;0;0;1;1;0;0;user bunda geblek
USER USER Tenggelamkan....itu bocah kepalanya korengan yg maha sombong selangit. Nangislaj kau keparat dlm wkt secepatnya';1;1;1;0;0;0;1;0;0;1;0;0;user user tenggelam bocah kepala koreng maha sombong langit menang keparat cepat
USER USER USER USER USER USER USER ngakak bat jancuk wkwk';0;1;0;0;0;0;0;0;0;0;0;0;user user user user user user user akak banget jancuk
vote for yet another rich piece of shit that will absolutely NOT stop with the US imperialist crusade in the middle east and will keep funding saudi arabia and israel to genocide the yemeni and the palestinians? nah fam im good;0;1;0;0;0;0;0;0;0;0;0;0;pilih yet another rich piece shit absolutely stop u imperialist crusade east keep fund saudi arabia israel genocide yen palestinian fam good
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Lah emang sekarang presiden nya prabowo ,tolol boleh goblok kurangi ,';1;1;1;0;0;0;0;0;1;1;0;0;user user user user user user user user user user user user user user user user user user user user presiden prabowo tolol goblok
Fuck bitch anjing bangsat tolol bego tai stupid  https://twitter.com/answertheseq/status/616090879309189121ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,;0;1;0;0;0;0;0;0;0;0;0;0;fuck bitch anjing bangsat tolol bego tai bodoh
Fuck i love this.. My sperm close more;0;1;0;0;0;0;0;0;0;0;0;0;fuck love sperm close
"#TolakPerpresTKA; #TolakPerpresTKA; #2019GantiPresiden; #2019PresidenBaru; ; Hai mahasiswa Indonesia, nih ada hadiah lipstik dan kolor untuk kalian dari seorang kakek tukang beca";1;0;0;1;0;0;0;0;1;0;1;0;tolak atur presiden tenaga kerja asing tolak atur presiden tenaga kerja asing ganti presiden presiden mahasiswa indonesia nih hadiah lipstik kolor orang kakek tukang becak
"Make Our Country Great Again.

#2019GantiPresiden  pic.twitter.com/mimKxf1EqD";0;0;0;0;0;0;0;0;0;0;0;0;make country great ganti presiden
Ã¢ÂÂI'm about to lose control and I think I like it!' Ã°ÂÂÂ¶ Ã°ÂÂÂ¼ Ã°ÂÂÂµ Ã°ÂÂÂµ pic.twitter.com/bwLgR4xTm5;0;0;0;0;0;0;0;0;0;0;0;0;lose control think like
"Life is worth #travelling to places of tranquillity & #Bali is certainly a perfect place to travel with Fiesta Next !

For Reservations, visit us at:  http://www.fiestanext.com/ÃÂ 
#nature #tripbali #semarang #nusapenidatrip #cepiring #ustadabdulsomad #hti #fpi #saudiarabian pic.twitter.com/n1q5KXpmSM";0;0;0;0;0;0;0;0;0;0;0;0;life worth travel place tranquillity bal certainly perfect place travel fiesta next reservation unjung u nature trip bal semarang nusa penida trip cepiring ustad abdul somad hizbut tahrir indonesia front bela islam saudiarabian
Saatnya Di lengserkan. lengserkan jokowi;1;0;1;0;0;0;0;0;1;0;0;1;lengser lengser jokowi
"Worst seagames ever
#ShameOnYouMalaysia #ShameOnYouMalaysia";0;0;0;0;0;0;0;0;0;0;0;0;bad sea game ever shame malaysia shame malaysia
We, on the other hand, cant wait to knock down history for money. Pudu Jail. Stadium Merdeka. BBGS. #MalaysiaMiskinBudaya;0;0;0;0;0;0;0;0;0;0;0;0;hand cant tunggu knock histori uang pudu jail stadium merdeka bbgs malaysia miskin budaya
'Sweeping Cina, Sweeping kafir,' di orasi anti Ahok.  http://bbc.in/2qUSsRNÃÂ  <- Just as we thought, Ahok is victim of racist and politics.;0;1;0;0;0;0;0;0;0;0;0;0;weep cina sweep kafir orasi anti ahok think ahok korban racist politics
Check it out! aknafi will create 3d photo realistic modeling and rendering for $5 on #Fiverr  https://www.fiverr.com/s2/b38f9e703fÃÂ  #shameonyoumalaysia;0;0;0;0;0;0;0;0;0;0;0;0;check aknafi create photo realistic model render five shame malaysia
HOW ABOUT USING SYAITON(S) AND MUNAFIK(S) HHAHAHHSGSSHHS;0;0;0;0;0;0;0;0;0;0;0;0;use setan si munafik si
BArU mEnanG LarI aJa diBeriTain sAnA-SiNi.\nLaLu BaGaimNa dEngN haFiz quran?\nGaK hEbOh tUch...\nDaSaR meDia cEboNg...';1;1;0;1;0;0;0;0;1;0;1;0;menang lari berita hafiz alquran heboh dasar medium kecebong
terus aja eror jo, kampang kau dri kemaren gitu terus';1;1;1;0;0;0;0;0;1;1;0;0;eror jo kampang kemarin
the n in dan stands for ngentot;0;1;0;0;0;0;0;0;0;0;0;0;stand ngentot
USER USER Hebat ya..bisa tampak saat bullying di CFD..bisa tdk tampak saat bendera Israel dikibarkan...bisa tampak saat bom Surabaya..bisa tdk tampak saat ada ancaman ke presiden..bisa tampak saat polisi menetapkan Tsk meski tidak dipakai;0;0;0;0;0;0;0;0;0;0;0;0;user user hebat bully car free day bendera israel kibar bom surabaya ancam presiden polisi sangka pakai
USER USER Kita semua tidak pernah akan mempercayai yg negara Kita disuatu hari nanti akan dijajah oleh kerana terdapat kes2pembubaran sistem2 beraja dinegara Kita kini untuk menjadikan sebagai negara republik komunis padahal negara2 penjaja;0;0;0;0;0;0;0;0;0;0;0;0;user user percaya negara jajah bubar sistem sistem beraja negara negara republik komunis negara negara jajah
"1. Mengapa Prabowo ingin jadi Presiden? Tanya saya kepada teman kemarin waktu bertemu di restoran, Metropolis Hong Kong. Teman ini saya kenal baik karena bisnisnya ada hubungan dengan Prabowo. ; ; USER; USER; USER";0;0;0;0;0;0;0;0;0;0;0;0;prabowo presiden teman kemarin temu restoran metropolis hong kong teman kenal bisnis hubung prabowo user user user
Jenis kelamin bayi buaya tergantung pada suhu telur, suhu dingin untuk jantan sedangkan betina pada suhu panas.';0;0;0;0;0;0;0;0;0;0;0;0;jenis kelamin bayi buaya gantung suhu telur suhu dingin jantan betina suhu panas
maka didirikan banyak badan ekstra konstitusional seperti Front Nasional yang digunakan oleh PKI sebagai wadah kegiatan politik.';0;0;0;0;0;0;0;0;0;0;0;0;badan ekstra konstitusional front nasional partai komunis indonesia wadah giat politik
Masih kepikiran juga sama air mineral yg tadi pagi baru diminum dikit pas nyetir tapi ngga sempet habisin karna kebelet eek yg akhirnya keburu imsak.';0;0;0;0;0;0;0;0;0;0;0;0;pikir air mineral pagi minum pa setir habis kebelet tai keburu imsak
Seorang yang mengaku Kristen tetapi hidup tidak ada bedanya dengan orang - orang dunia ini menjadi demikian kabur sehingga tidak mencerminkan kemuliaan Allah dan tidak menjadi kesaksian bagi Kristus -Harold M. Freligh';0;0;0;0;0;0;0;0;0;0;0;0;orang kristen hidup beda orang orang dunia kabur cermin mulia allah saksi kristus harold freligh
USER USER Apa sih yg ga mau dikuasai oleh onta pengecut itu? Pasti ada aja hub nya....';1;1;1;0;0;0;0;0;1;1;0;0;user user asai unta kecut hubung
