Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict
37;"I ever since 2016 came to work early and finished work late and work my ass off this kindergarten even though I was not feeling well but my boss said I need to improve my working skills?

What you want me to do to make you satisfied?Fuck with you in the office ÃÂ°ÃÂ¸ÃÂ'
Bangsat loh!,,,,";0;1;0;0;0;0;0;0;0;0;0;0;i ever sejak came to work early and finished work late and work my ass off this kindergarten even though i was not feeling well but my bos said i need to improve my working skills apa you want me to do to make you satisfied fuck dengan you in the office bangsat  ;0;0;0;0;0;0;0;0;0;0;0;0
39;educate your self a lil before saying things like this. Upin Ipin movie and Munafik doing so well here. It's 2020, narrow minded mind stay behind.;1;0;1;0;0;0;0;0;1;1;0;0;educate your self a little sebelum saying berpikir like this upin ipin film and munafik doing so well here it narrow minded mind stay behind ;0;1;0;0;0;0;0;0;0;0;0;0
40;anyway wht can u do if i tell you about all the problems we face? u will keep on supporting umno and try to defend them. pls just fuck off from my mentions and go study about ur stupid lovely umno. study lah dr era tunku, tun m, najib. umno bangsat! sekian,,,,;1;1;1;0;0;0;0;0;1;1;0;0;anyway what can kamu do if i tell you about all the problems we face kamu will keep on supporting umno and try to defend them tolong just fuck off from my mentions and go study about kamu bodoh lovely umno study  dari era tunku tun sama najib umno bangsat sekian ;1;1;1;0;0;0;0;0;0;1;0;0
43;USER Mau dibucinin lah asw udh dibucinin kok gak mempan wagelaseh gue harus ngapain lage';0;1;0;0;0;0;0;0;0;0;0;0;user mau dibudakcintakan  anjing sudah dibudakcintakan  tidak mempan  gila  aku harus apa lagi ;0;1;1;0;0;0;0;0;0;1;0;0
46;Tangung kalau cuma blokir jokowi, yuk ah tingkatin jadi lengserkan jokowi biar kehidupan berbangsa dan bernegara di NKRI tenang & damai lagi;1;0;1;0;0;0;0;0;1;0;0;1;tangung kalau hanya blokir jokowi ayo  tingkatkan jadi lengserkan jokowi biar kehidupan berbangsa dan bernegara di negara kesatuan republik indonesia tenang damai lagi;1;0;0;0;0;0;0;0;0;0;0;0
48;"I know. I hate her because she looks bitchy and really ""kampungan"" and she's always stuck with me everywhere I go (mostly on school) ugh";1;1;1;0;0;0;0;1;0;1;0;0;i know i hate her because she looks bitchy and really kampungan and she always stuck dengan me everywhere i go paling banyak on school ;0;1;0;0;0;0;0;0;0;0;0;0
49;USER Hasil revolusi mental kenapa jadi pada cacat mental... Optimis 2019 ganti presiden.';1;1;1;0;0;0;1;0;0;1;0;0;user hasil revolusi mental kenapa jadi pada cacat mental optimis ganti presiden ;0;0;0;0;0;0;0;0;0;0;0;0
53;Kejar setoran ke cina sebelum pak Djarot lengser. Rezim jongos cina sangat membahayakan bangsa & negara, hukum, UU dan Konstitusi dilabrak;1;1;1;0;0;1;0;0;0;1;0;0;kejar setoran ke cina sebelum pak djarot lengser rezim jongos cina sangat membahayakan bangsa negara hukum undang undang dan konstitusi dilabrak;1;1;0;1;1;1;0;0;0;0;0;0
54;USER Dah pernah naik onta ?';0;0;0;0;0;0;0;0;0;0;0;0;user sudah pernah naik unta ;1;0;1;0;0;0;0;0;0;1;0;0
59;USER USER USER USER USER USER USER USER USER USER USER USER itu BEM SI yg di ITB kemana ya suaranya ? jangan2 ikut razim cebong';1;1;0;1;0;0;0;0;1;0;1;0;user user user user user user user user user user user user itu badan eksekutif mahasiswa   di institut teknologi bandung kemana  suaranya jangan jangan ikut rezim kecebong ;0;0;0;0;0;0;0;0;0;0;0;0
61;Fuck you, i'd raid for giratina three times, but i didn't get anyhing anjing kau bangsat,,,,;1;1;1;0;0;0;0;0;1;1;0;0;fuck you i di raid for giratina three times but i did not get anything anjing kamu bangsat ;0;1;0;0;0;0;0;0;0;0;0;0
66;And who was the Prime Minister at that time? Surprise, surprise.....  One can only guess.... And who is the acting education Minister nowadays?..... Atok Munafik Laknatullah. During Najib, this was not even a problem.;1;0;1;0;0;0;0;0;1;1;0;0;and who was the prime minister at that time surprise surprise one can only guess and who is the acting education minister nowadays atok munafik laknatullah during najib this was not even a problem ;0;0;0;0;0;0;0;0;0;0;0;0
67;"Kemacetan makin menggila. ; Karena pertumbuhan mobilmotor 8X dari pertumbuhan jalan. ; Ganti presidenpun tak akan bisa kurangi kemacetan ini.; Tapi dg ganti presiden minimal bisa mengurangi kemacetan yg lain. ; Jadi? Tetap #2019GantiPresiden";1;0;1;0;0;0;0;0;1;1;0;0;kemacetan semakin menggila karena pertumbuhan mobil motor x dari pertumbuhan jalan ganti presidenpun tidak akan bisa kurangi kemacetan ini tapi dengan ganti presiden minimal bisa mengurangi kemacetan  lain jadi tetap ganti presiden;0;0;0;0;0;0;0;0;0;0;0;0
68;Teroris Budha juga merendahkan Al-Quran!;1;0;0;1;1;0;0;0;0;0;1;0;teroris buddha juga merendahkan al alquran ;1;0;0;1;0;0;0;0;0;0;1;0
69;USER emg produk cina \xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf';0;0;0;0;0;0;0;0;0;0;0;0;user memang produk cina ;1;1;1;0;0;0;0;0;0;0;0;0
72;USER ada. temen kerja. mirip kang daniel BRENGSEK\n\ntrus temen sekolah dulu, mirip jongin BRENGSEK (2)\n\nada lg temen deket gw, mirip seokjin BRENGSEK (3)\n\nintinya temen gw brengsek semua';1;1;1;0;0;0;0;0;1;1;0;0;user ada teman kerja mirip kakak daniel berengsek terus teman sekolah dulu mirip jongin berengsek ada lagi teman dekat aku mirip seok jin berengsek intinya teman aku berengsek semua ;0;1;0;0;0;0;0;0;0;0;0;0
73;USER Jempolnya kelebihan bacot';0;1;0;0;0;0;0;0;0;0;0;0;user jempolnya kelebihan bacot ;1;1;1;0;0;0;0;0;1;1;0;0
77;USER Sumpah ga lucu bgt jadiin autis bahan bercandaan';0;0;0;0;0;0;0;0;0;0;0;0;user sumpah tidak lucu banget jadikan autis bahan bercandaan ;0;1;0;0;0;0;0;0;0;0;0;0
79;I'M LAUGHING TOO MUCH HAHAHAHAHAHAHAHA WHAT THE FUCK, BANGSAT HAHAHAHAHAHAHAHAHAHAHA  https://twitter.com/DEADORCOMA/status/1078682977905700864ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,;0;1;0;0;0;0;0;0;0;0;0;0;i sama laughing too much  apa the fuck bangsat  ;1;1;0;0;0;0;0;0;1;0;0;0
83;Kita bangga dg prestasi Musa La Ode Abu Hanafi, hafidz 7 tahun di Musabaqah Hifzil Quran Internasional di Mesir;0;0;0;0;0;0;0;0;0;0;0;0;kita bangga dengan prestasi musa  ode abu hanafi hafiz tahun di musabaqah hifzil alquran internasional di mesir;1;0;0;0;0;0;0;0;0;0;0;0
84;"This is so wrong in every level,
Ucapan natal no prob, ngewe juga gue ga munafik ya, but makan babi?
I was like, bruh are u still comfort in your religion? If not, then you can leave";0;1;0;0;0;0;0;0;0;0;0;0;this is so salah in every level ucapan natal no prob ngewe juga aku tidak munafik  but makan babi i was like buruh are kamu still comfort in your religion if not then you can leave;1;1;1;0;0;0;0;0;1;1;0;0
85;USER apa? vin? gimana gimana? mata gue budek gabisa baca';0;0;0;0;0;0;0;0;0;0;0;0;user apa vin bagaimana bagaimana mata aku budek tidak bisa baca ;1;1;1;0;0;0;0;0;0;1;0;0
86;"USER ;\xe2\x80\x94 USER \n\n""Capek gue belajar terus.""\n""Bentar gue nak berak wkwk.""\n""Kunci motor yang mana?"" padahal motor elu sompret.\n""Mau greenteaaaaa.""\n""Pocky greentea.""\n""Pejoy greentea.""\n""I love you.""\n""Biar yang lain ninggalin gue, asal jangan lo.""\n""APASIH STORY NYA ITUUU GUE MUTE AJA.""'";0;1;0;0;0;0;0;0;0;0;0;0;user user lelah aku belajar terus bentar aku nak berak  kunci motor  mana padahal motor kamu sompret mau green tea pocky green tea pejuh green tea i love you biar  lain meninggalkan aku asal jangan kamu apa  cerita  itu aku mute saja ;0;0;0;0;0;0;0;0;0;0;0;0
88;"USER Hoax...; Kodok...; Biawak....; meroket...; sekop...; Bangsat...; Karbitan...; Munafik...; ; #2019GantiPresiden; #2019PresidenBaru; ; #2019TenggelamkanJokowiKesungaiSiak";1;1;0;1;0;1;0;0;0;0;1;0;user hoaks kodok biawak meroket sekop bangsat karbitan munafik ganti presiden presiden baru tenggelamkan jokowi ke sungai siak;1;1;1;0;0;0;0;0;1;1;0;0
90;bukan fiktif tapi fiksi;0;0;0;0;0;0;0;0;0;0;0;0;bukan fiktif tapi fiksi;1;0;1;0;0;0;0;0;1;1;0;0
91;pltl sorry rl ada yg kristen mau masuk grup dm?';0;0;0;0;0;0;0;0;0;0;0;0;pltl maaf rl ada  kristen mau masuk grup direct message ;1;0;0;0;0;0;0;0;0;0;0;0
92;RT USER: Tuh kayak fist travel sm abu tour yg gelapin uang jamaah umroh\nNah itu jelas2 melecehkan napa kamu diem aja?\nIni orang\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0;rt user itu kayak fist travel sama abu tour  gelapi duit jamaah umrah  itu jelas jelas melecehkan kenapa kamu diam saja ini orang ;1;1;0;1;0;0;0;0;0;0;1;0
93;pikiran bejat gua thinking about something else.;0;1;0;0;0;0;0;0;0;0;0;0;pikiran bejat aku thinking about something else ;1;1;1;0;0;0;0;0;1;1;0;0
96;"i just dont fucking undestand with these fucking bantek players
MAIN KEK ANJING, SLAM STEER SEENAK JIDAT LO, LO PENCET AJA TERUS ITU VIEW BUTTON AMPE HANCUR GOBLOK  pic.twitter.com/gCaOODhdbA";1;1;0;1;0;0;0;0;1;0;1;0;i just do not fuck undestand dengan these fuck bantek players main seperti anjing salam steer seenak jidat kamu kamu pencet saja terus itu view button sampai hancur goblok ;0;1;0;0;0;0;0;0;0;0;0;0
100;Puisi kampungan! Sudahlah bodoh ilmu dunia, bodoh pula ilmu agamanya. Innalillahi';1;1;1;0;1;0;0;0;0;1;0;0;puisi kampungan sudahlah bodoh ilmu dunia bodoh pula ilmu agamanya innalillahi ;0;1;0;0;0;0;0;0;0;0;0;0
101;USER USER Bukannya malu kok malah ketawa. Dasar idiot';1;1;1;0;0;0;1;0;0;1;0;0;user user bukannya malu  malah tertawa dasar idiot ;1;1;1;0;0;0;0;0;1;1;0;0
103;Blokir CINA? - Telegram diblokir krn jokowi tuduh digunakan teroris. Sabu asal Cina. Apa Cina kita usir saja sesuai dgn cara berpikir rezim?;1;0;0;1;0;1;0;0;0;0;1;0;blokir cina telegram diblokir karena jokowi tuduh digunakan teroris sabu asal cina apa cina kita usir saja sesuai dengan cara berpikir rezim ;1;0;0;1;1;1;0;0;0;0;0;1
107;USER nggak, terlalu berlebihan, cukup butuh presiden yang gak takut miskin harta,hilang kuasa dan tahta!;0;0;0;0;0;0;0;0;0;0;0;0;user tidak terlalu berlebihan cukup butuh presiden  tidak takut miskin harta hilang kuasa dan tahta ;1;0;1;0;0;0;0;0;1;1;0;0
108;USER USER USER USER USER USER USER Sampah;1;1;1;0;0;0;0;0;1;1;0;0;user user user user user user user sampah;1;0;0;0;0;0;0;0;0;0;0;0
109;Ahok cari - cari celah untuk serang para saksi DramaAhokDikriminalisasi penjarakan ahok;1;0;1;0;0;0;0;0;1;0;0;1;ahok cari cari celah untuk serang para saksi drama ahok dikriminalisasi penjarakan ahok;1;0;1;0;0;0;0;0;1;1;0;0
112;RT USER USER USER Tangkap Setnov tak sanggup baik bubarkan KPK !!;1;0;0;1;0;0;0;0;1;0;0;1;rt user user user tangkap setya novanto tidak sanggup baik bubarkan komisi pemberantasan korupsi ;1;0;1;0;0;0;0;0;1;0;0;1
113;Everyone has their rights to be berengsek;0;1;0;0;0;0;0;0;0;0;0;0;everyone has their rights to be berengsek;1;1;0;0;0;0;0;0;0;0;0;0
114;Belum dijelaskan, haji adalah penipuan? Ibrahim tak mungkin dikubur di Kabah, Anda biarkan rakyat ditipu Pak Lukman?;1;0;0;1;1;0;0;0;0;0;1;0;belum dijelaskan haji adalah penipuan ibrahim tidak mungkin dikubur di kabah kamu biarkan rakyat ditipu pak lukman ;1;1;0;1;0;0;0;0;1;0;1;0
120;RT USER: Om ini \xf0\x9f\x91\x87 mengoda banget pamer kontol besar bikin pikiran terbawa arus cinta \xf0\x9f\x92\x98 URL;0;1;0;0;0;0;0;0;0;0;0;0;rt user om ini menggoda banget pamer kontol besar buat pikiran terbawa arus cinta url;1;1;1;0;0;0;0;0;1;1;0;0
122;"Sounds so familiar ""it's not against Islam, it's against HTI and FPI"" and then...

they started complain about adzan, spread propaganda moslem are radicalist and extremist, take down all ""tauhid"" flags and banners, blocked our ulama (teachers)

Same old stories...  https://twitter.com/SyedIbrahim1137/status/1041166820265394176ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;sounds so familiar it not against islam it against hizbut tahrir indonesia and front pembela islam and then they started complain about azan spread propaganda moslem are radicalist and extremist take down all tauhid flags and banners blokir our ulama teachers sama old stories ;1;0;0;1;1;1;0;0;0;0;1;0
123;USER Gak ada gunanya berdebat...klo tujuannya semata mata hanya ingin mempengaruhi citra menjadi baik atau buruk..baik dan buruk itu bukan pakai bacot..hanya setanlah yg mengucapkan kebencian agar orang terpengaruh...muak lihat tingkah polah mereka..';0;1;0;0;0;0;0;0;0;0;0;0;user tidak ada gunanya berdebat kalau tujuannya semata mata cuma ingin mempengaruhi citra menjadi baik atau buruk baik dan buruk itu bukan pakai bacot cuma setanlah  mengucapkan kebencian agar orang terpengaruh muak lihat tingkah polah mereka ;1;1;0;1;0;0;0;0;1;0;1;0
124;You may call me a racist, but I'd love to say... Yahudi bangsat!!;1;1;0;1;1;0;0;0;0;0;1;0;you mau call me a racist but i di love to say yahudi bangsat ;0;1;0;0;0;0;0;0;0;0;0;0
126;RT USER USER kebesaran jiwa anies?? yang ada kebesaran ego dan ambisi. liat cara kampanyenya yang brutal 11 12 ama sandi;1;0;1;0;0;0;0;0;1;1;0;0;rt user user kebesaran jiwa anies  ada kebesaran bego dan ambisi lihat cara kampanyenya  brutal sama sandi;1;1;1;0;0;0;0;0;1;1;0;0
127;RT USER tapi kenyataanya jutaan rakyat kecil asli pribumi yg miskin justru semakin dimiskinkan oleh ahok cina kafir....;1;1;1;0;1;1;0;0;0;1;0;0;rt user tapi kenyataanya jutaan rakyat kecil asli pribumi  miskin justru semakin dimiskinkan oleh ahok cina kafir ;1;1;1;0;0;0;0;0;0;1;0;0
128;Agree, and most of Kadal Gurun stand for the opposite, Just trying to escalate the context with what had happened these days in Indonesia with radicalist, over religious, fanatics and bigot. Still can relate right?;1;0;0;1;0;0;0;0;1;0;1;0;agree and paling of kadal gurun stand for the opposite just trying to escalate the context dengan apa had happened these day in indonesia dengan radicalist over religious fanatics and bigot still can relate right ;0;0;0;0;0;0;0;0;0;0;0;0
129; USER after urinating I wipe my private with tissue then pour water then wipe with tissue again.I repeat this 2 times and after coming outI saw bits of tissue paper on privatepart.I smelt them and they smelled fine, is it pure, coz it can be from clean or najis wipes;0;0;0;0;0;0;0;0;0;0;0;0; user after urinating i wipe my private dengan tissue then pour water then wipe dengan tissue again i repeat this times and after coming outi saw bits of tissue paper on privatepart i smelt them and they smelled fine is it pure because it can be from clean orang najis wipes;0;1;0;0;0;0;0;0;0;0;0;0
130;USER Jika ada tokoh agama, Lalu berpolitik praktis untuk jabatan2 publik?, Dengan menggunakan identitas keagamaan?. ?. Itu di lingkungan agama Budha, Ibaratkan ada yang mengaku biksu, Tetapi makan daging iya, Minum miras pun iya, Bahkan berkeluarga;1;0;0;1;1;0;0;0;0;0;1;0;user jika ada tokoh agama lalu berpolitik praktis untuk jabatan jabatan publik dengan menggunakan identitas keagamaan itu di lingkungan agama buddha ibaratkan ada  mengaku biksu tetapi makan daging iya minum minuman keras  iya bahkan berkeluarga;1;0;0;0;0;0;0;0;1;0;0;0
131;USER Saya dukung 200 % pernyataan Najwa soal KPK. Lebih baik DPR kita bubarkan;1;0;0;1;0;0;0;0;1;0;0;1;user saya dukung pernyataan najwa soal komisi pemberantasan korupsi lebih baik dewan perwakilan rakyat kita bubarkan;1;0;1;0;0;0;0;0;1;0;0;0
133;USER USER yang bikin Reklamasi kunjungan anda,yg dapat duit dari para cukong junjungan anda..USER nyetop eh dibilang lanjut..sipit songong!!';1;1;1;0;0;1;0;0;0;1;0;0;user user  buat reklamasi kunjungan kamu  dapat duit dari para cukong junjungan kamu user menyetop  dibilang lanjut sipit songong ;1;0;0;1;0;0;0;0;1;0;1;0
135;"Uncivilized coward citizen doing coward thing and their Minister showing the same coward response. #cowards #ShameOnYouSyedSaddiq
#shameonyoumalaysia  https://twitter.com/CNNIndonesia/status/1197735033840103424ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;uncivilized coward citizen doing coward thing and their minister showing the sama coward response cowards shame on you syed saddiq shame on you malaysia ;1;0;1;0;0;0;0;0;1;1;0;0
137;USER org sipit mu ngrusak moral ank kcil kaga tanggung2 bikin video semua persi ada .';0;0;0;0;0;0;0;0;0;0;0;0;user orang sipit mu merusak moral anak kecil tidak tanggung tanggung buat video semua persi ada ;1;0;1;0;0;0;0;0;1;1;0;0
138;Dasar bolot URL;1;1;1;0;0;0;1;0;0;1;0;0;dasar bolot url;1;1;1;0;0;0;0;0;1;1;0;0
140;"dulu guru ngaji sering bilang ""Kalian jangan main sepak bola karena sepak bola itu olah raganya pki"" sdh dikatain antek komunis sejak kecil";1;0;1;0;0;1;0;0;0;1;0;0;dulu guru mengaji sering bilang kalian jangan main sepak bola karena sepak bola itu olah raganya partai komunis indonesia sudah diejek antek komunis sejak kecil;1;0;0;1;0;0;0;0;0;0;1;0
141;USER Benerin sinyal dulu cuk !! Udah 2 minggu sinyalmu kaya bangke. BUSUK';1;1;0;1;0;0;0;0;1;0;1;0;user benarkan sinyal dulu cuk sudah minggu sinyalmu kaya bangkai busuk ;1;1;1;0;0;0;0;0;1;1;0;0
142;USER Rezim sekrng ini brupaya mncuci otak generasi kita agar mlpakn sejarah..seakan2 bpknyalah yg hebat mlh mi d samakan dgn tuhan...\nRezim kacang lupa kulitnya, \nMlh mnjdi pemuja aseng dan anjing2 komunis itu..';0;0;0;0;0;0;0;0;0;0;0;0;user rezim sekarang ini berupaya mencuci otak generasi kita agar melupakan sejarah seakan akan bapaknyalah  hebat malah mi di samakan dengan tuhan rezim kacang lupa kulitnya malah menjadi pemuja asing dan anjing anjing komunis itu ;1;0;0;1;0;0;0;0;1;0;1;0
144;" USER strategy session planned mass arrests of political opponents, pledge to ""crush"" FPI, HTI, PKS; SBY's Demokrats also targeted; plan to return Army to ""New Order"" role. 

Notulensi rapat tertutup 21-12-2018 di Kebayoran Baru. 

 https://www.allannairn.org/2019/04/breaking-news-prabowo-strategy-session.html?m=1ÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0; user strategy session planned mass arrests of politik opponents pledge to crush front pembela islam hizbut tahrir indonesia partai keadilan sejahtera susilo bambang yudhoyono demokrats also targeted plan to return army to new order role notulensi rapat tertutup di kebayoran baru ;1;0;0;1;0;0;0;0;0;0;1;0
146;Radicalism is like a deadly virus, stop it before it kills you. Well done  USER for banning HTI & FPI, make your country wonderful again!;1;0;0;1;1;0;0;0;0;0;1;0;radicalism is like a deadly virus stop it sebelum it kills you well done user for banning hizbut tahrir indonesia front pembela islam make your country wonderful again ;1;1;0;1;0;0;0;0;0;0;1;0
149;Pas lg makan dpt omelan itu rasanya seperti makan tai kucing dipagi hari.\nGak pake ngunyah, asal telen aja biar cpt abis ini sarapan';0;1;0;0;0;0;0;0;0;0;0;0;pas lagi makan dapat omelan itu rasanya seperti makan tai kucing di pagi hari tidak pakai mengunyah asal telan saja biar cepat habis ini sarapan ;0;0;0;0;0;0;0;0;0;0;0;0
151;KPK banyak semrawut juga goblok...bubarkan saja c USER toh banyak kasus mengambang begitu saja..hahh haram URL;1;1;0;1;0;0;0;0;1;0;0;1;komisi pemberantasan korupsi banyak semrawut juga goblok bubarkan saja c user  banyak kasus mengambang begitu saja  haram url;1;0;0;1;0;0;0;0;1;0;1;0
152;Kalo badan ue bisa ngomong:\n\xe2\x80\x9cHoi lu ngga denger tulang gue bunyi semua? Mata gue lelah liatin layar mele! Tangan capek ngetik mele? Heh budek apa lu?!\xe2\x80\x9d\n\n\xe2\x80\x9cGue denger bego!! Maafin ue\xe2\x80\x9d \xf0\x9f\x98\xad\xf0\x9f;1;1;1;0;0;0;1;0;0;1;0;0;kalau badan aku bisa bicara  kamu tidak dengar tulang aku bunyi semua mata aku lelah lihat layar melulu tangan lelah mengetik melulu he budek apa kamu aku dengar bego maafkan aku ;1;1;1;0;0;0;0;0;0;1;0;0
154;"Yall..Idk why yall are so offended when kelantan and kelantanese get critisized. We Penangite get critisized all the time

For being sheeple of DAPig, for supporting kafir cina, for allegedly disregard muslim & malay rights, and malay and Muslim here who supports DAP are traitor";0;1;0;0;0;0;0;0;0;0;0;0;yel i do not know kenapa yel are so offended when kelantan and kelantanese get critisized we penangite get critisized all the time for being sheeple of dapig for supporting kafir cina for allegedly disregard muslim malaysia rights and malaysia and muslim here who supports dap are traitor;1;1;0;1;0;0;0;0;0;0;1;0
158;PopulerB1 8: Prabowo Diminta Tak Jadikan Isu Rohingya untuk Tekan Pemerintah URL URL;1;0;1;0;0;0;0;0;1;1;0;0;populer prabowo diminta tidak jadikan isu rohingya untuk tekan pemerintah url url;1;0;0;0;0;0;0;0;1;0;0;0
161;Oh my god I relate to that third panel so much !!! I was stressing so hard on confessing to my crush worrying about if things will get awkward but after I confessed we talked for like the longest I think we've talked and we're still friends Ã°ÂÂÂ even if he reciprocate.;0;0;0;0;0;0;0;0;0;0;0;0; my god i relate to that third panel so much i was stressing so hard on confessing to my crush worrying about if berpikir will get awkward but after i confessed we talked for like the longest i think we ve talked and we are still friends even if he reciprocate ;0;1;0;0;0;0;0;0;0;0;0;0
162;That's why we dont argue with FPI and another narrow minded religious people such as HTI. #QOTD Good night lads :) pic.twitter.com/ShQKVC0jta;1;0;0;1;1;0;0;0;0;0;1;0;that kenapa we do not argue dengan front pembela islam and another narrow minded religious people such as hizbut tahrir indonesia qotd good night lady ;1;0;0;1;0;0;0;0;0;0;1;0
163;RT USER Nanti ada rezim Indonesia islam rezim amerika Kristen ujung-ujungnya islam vs budha vs Kristen vs hindu senang kah anda?;1;0;1;0;1;0;0;0;0;1;0;0;rt user nanti ada rezim indonesia islam rezim amerika kristen ujung ujungnya islam lawan buddha lawan kristen lawan hindu senang  kamu ;1;0;0;1;0;0;0;0;0;0;1;0
166;orang-orang ini ajaib..yg makan duit siapa,yg nipu siapa, mau demo ke pemerintah..ujung-ujungnya dipolitisasi turunkan jokowi..haha. gila!!;1;0;1;0;0;0;0;0;1;1;0;0;orang orang ini ajaib  makan duit siapa  menipu siapa mau demo ke pemerintah ujung ujungnya dipolitisasi turunkan jokowi  gila ;1;1;1;0;0;0;0;0;1;1;0;0
167;Potret Rezim Jokowi anti pd umat islam bkn sj di indonesia yg dipimpin tpi bahkan dinegara lain sptr Myanmar skrg;1;0;1;0;0;0;0;0;1;1;0;0;potret rezim jokowi anti pada umat islam bukan saja di indonesia  dipimpin tetapi bahkan dinegara lain seputar myanmar sekarang;1;0;0;1;0;0;0;0;0;0;0;1
170;Mereka cuma tau lo brengsek! tp bagi gue lo itu nggak seperti yg mereka omongin, dan gue yakin lo pasti bisa berubah. :)';0;1;0;0;0;0;0;0;0;0;0;0;mereka hanya tau kamu berengsek tetapi bagi aku kamu itu tidak seperti  mereka membicarakan dan aku yakin kamu pasti bisa berubah ;1;1;1;0;0;0;0;0;0;1;0;0
