Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict
40;anyway wht can u do if i tell you about all the problems we face? u will keep on supporting umno and try to defend them. pls just fuck off from my mentions and go study about ur stupid lovely umno. study lah dr era tunku, tun m, najib. umno bangsat! sekian,,,,;1;1;1;0;0;0;0;0;1;1;0;0;ngomong ngomong apa  dapat kamu lakukan jika aku memberitahumu tentang semua masalah  kamu hadapi kamu akan terus mendukung umno dan mencoba untuk membela mereka tolong hanya persetan dari menyebutkanku dan pergi belajar tentang kamu bodoh studi umno  indah  dari era tunku tun sama najib umno bangsat sekian;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;Kok cuma cina non muslim yg dibantai? Tuh si USER jg cina, usir jg dong.;1;0;0;1;1;1;0;0;0;0;0;1; hanya cina non muslim  dibantai itu  pengguna juga cina usir juga ;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
48;"I know. I hate her because she looks bitchy and really ""kampungan"" and she's always stuck with me everywhere I go (mostly on school) ugh";1;1;1;0;0;0;0;1;0;1;0;0;aku tahu aku membencinya karena dia terlihat kampungan dan benar benar kampungan dan dia selalu terjebak dengan saya di mana mana aku pergi paling banyak di sekolah ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;USER Hasil revolusi mental kenapa jadi pada cacat mental... Optimis 2019 ganti presiden.';1;1;1;0;0;0;1;0;0;1;0;0;pengguna hasil revolusi mental jadi pada cacat mental optimis ganti presiden;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
53;Kejar setoran ke cina sebelum pak Djarot lengser. Rezim jongos cina sangat membahayakan bangsa & negara, hukum, UU dan Konstitusi dilabrak;1;1;1;0;0;1;0;0;0;1;0;0;kejar setoran ke cina sebelum pak djarot lengser rezim jongos;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
64;USER USER USER Segitu gentarnya dia takut terhadap Kafir...\xf0\x9f\x98\x81';0;0;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna sebegitu gentarnya dia takut terhadap kafir;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
66;And who was the Prime Minister at that time? Surprise, surprise.....  One can only guess.... And who is the acting education Minister nowadays?..... Atok Munafik Laknatullah. During Najib, this was not even a problem.;1;0;1;0;0;0;0;0;1;1;0;0;dan siapa  menjadi perdana menteri saat itu kejutan  hanya bisa ditebak oleh siapa dan siapa  bertindak menteri pendidikan saat ini atok munafik laknatullah selama najib ini bahkan bukan masalah;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68;Teroris Budha juga merendahkan Al-Quran!;1;0;0;1;1;0;0;0;0;0;1;0;budha buddha juga merendahkan al alquran;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
72;USER ada. temen kerja. mirip kang daniel BRENGSEK\n\ntrus temen sekolah dulu, mirip jongin BRENGSEK (2)\n\nada lg temen deket gw, mirip seokjin BRENGSEK (3)\n\nintinya temen gw brengsek semua';1;1;1;0;0;0;0;0;1;1;0;0;pengguna ada teman kerja mirip kakak daniel berengsek terus teman sekolah dulu mirip jongin berengsek ada lagi teman dekat aku mirip seok jin berengsek intinya teman aku berengsek semua;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;USER Jempolnya kelebihan bacot';0;1;0;0;0;0;0;0;0;0;0;0;pengguna jempolnya kelebihan bacot;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
77;USER Sumpah ga lucu bgt jadiin autis bahan bercandaan';0;0;0;0;0;0;0;0;0;0;0;0;pengguna sumpah tidak lucu banget jadikan autis bahan bercandaan;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82;USER Bokong cekcih \xf0\x9f\x98\x82';0;1;0;0;0;0;0;0;0;0;0;0;pengguna bokong seksi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;"This is so wrong in every level,
Ucapan natal no prob, ngewe juga gue ga munafik ya, but makan babi?
I was like, bruh are u still comfort in your religion? If not, then you can leave";0;1;0;0;0;0;0;0;0;0;0;0;ini sangat salah di setiap level terima natal no prob ngewe juga aku tidak munafik  tapi makan babi aku seperti buruh  kamu masih nyaman dalam agamamu jika tidak maka kamu bisa pergi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86;"USER ;\xe2\x80\x94 USER \n\n""Capek gue belajar terus.""\n""Bentar gue nak berak wkwk.""\n""Kunci motor yang mana?"" padahal motor elu sompret.\n""Mau greenteaaaaa.""\n""Pocky greentea.""\n""Pejoy greentea.""\n""I love you.""\n""Biar yang lain ninggalin gue, asal jangan lo.""\n""APASIH STORY NYA ITUUU GUE MUTE AJA.""'";0;1;0;0;0;0;0;0;0;0;0;0;pengguna pengguna lelah saya belajar terus bentar aku nak wakwk kunci motor  mana padahal motor kamu sompret mau teh hijau pocky green tea pejuh green tea aku mencintaimu biar  lain terbang aku hanya ingin kau apa  cerita itu aku mute saja;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;"USER Hoax...; Kodok...; Biawak....; meroket...; sekop...; Bangsat...; Karbitan...; Munafik...; ; #2019GantiPresiden; #2019PresidenBaru; ; #2019TenggelamkanJokowiKesungaiSiak";1;1;0;1;0;1;0;0;0;0;1;0;pengguna hoak kodok biawak meroket sekop bangsat karbitan munafik ganti presiden presiden baru tenggelamkan jokowi ke sungai siak;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
92;RT USER: Tuh kayak fist travel sm abu tour yg gelapin uang jamaah umroh\nNah itu jelas2 melecehkan napa kamu diem aja?\nIni orang\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0;pengguna rt itu kayak fist travel sama abu tour  gelapi duit jamaah umrah  itu jelas jelas melecehkan kenapa kamu diam saja ini orang;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
95;Anjir abis bersin malah budeh ampe skrg:(';0;1;0;0;0;0;0;0;0;0;0;0;bukannya habis bersin sebaliknya bude sampai sekarang;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96;"i just dont fucking undestand with these fucking bantek players
MAIN KEK ANJING, SLAM STEER SEENAK JIDAT LO, LO PENCET AJA TERUS ITU VIEW BUTTON AMPE HANCUR GOBLOK  pic.twitter.com/gCaOODhdbA";1;1;0;1;0;0;0;0;1;0;1;0;saya hanya tidak bercinta undestand dengan ini bercinta pemain pemain utama seperti anjing salam steer seenak jidat kamu kamu pencet saja terus itu melihat tombol sampai hancur goblok;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
99;BANGSAT BANGET HE KNOW HE THICC HE KNOW HE THE AMERICA'S ASS THE FUCK DKENLEBEKEB  pic.twitter.com/TdgAZGS0fD,,,,;1;1;1;0;0;0;0;0;1;1;0;0;bangsat banget dia tau dia thicc dia tau dia the amerika ass the fuck dkenlebekeb;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;Puisi kampungan! Sudahlah bodoh ilmu dunia, bodoh pula ilmu agamanya. Innalillahi';1;1;1;0;1;0;0;0;0;1;0;0;puisi kampungan sudahlah bodoh ilmu dunia bodoh pula ilmu agamanya innalillahi;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
103;Blokir CINA? - Telegram diblokir krn jokowi tuduh digunakan teroris. Sabu asal Cina. Apa Cina kita usir saja sesuai dgn cara berpikir rezim?;1;0;0;1;0;1;0;0;0;0;1;0;blokir cina telegram diblokir karena jokowi tuduh digunakan teroris sabu asal cina apa cina kita usir saja sesuai dengan cara berpikir rezim;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
108;USER USER USER USER USER USER USER Sampah;1;1;1;0;0;0;0;0;1;1;0;0;pengguna pengguna pengguna pengguna pengguna pengguna sampah;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
109;Ahok cari - cari celah untuk serang para saksi DramaAhokDikriminalisasi penjarakan ahok;1;0;1;0;0;0;0;0;1;0;0;1;drama ahok cari celah untuk serang para saksi ahok dikriminalisasi penjarakan ahok;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
110;Memang iblis punya perangai yang buat kucing macam tu zzzzzzzz tak sanggup aku tgk \xf0\x9f\x98\xad';0;1;0;0;0;0;0;0;0;0;0;0;memang iblis punya perangai  membuat kucing macam itu zzzzzzzz tidak sanggup aku tegak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
122;"Sounds so familiar ""it's not against Islam, it's against HTI and FPI"" and then...

they started complain about adzan, spread propaganda moslem are radicalist and extremist, take down all ""tauhid"" flags and banners, blocked our ulama (teachers)

Same old stories...  https://twitter.com/SyedIbrahim1137/status/1041166820265394176ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;kedengarannya sangat akrab itu tidak bertentangan dengan islam itu melawan hizbut tahrir indonesia dan front pembela islam dan kemudian mereka mulai mengeluh tentang azan penyebaran propaganda muslim  radikal dan ekstrimis merobohkan semua bendera tauhid dan spanduk blokir ulama kita guru sama cerita lama;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
123;USER Gak ada gunanya berdebat...klo tujuannya semata mata hanya ingin mempengaruhi citra menjadi baik atau buruk..baik dan buruk itu bukan pakai bacot..hanya setanlah yg mengucapkan kebencian agar orang terpengaruh...muak lihat tingkah polah mereka..';0;1;0;0;0;0;0;0;0;0;0;0;pengguna tidak ada gunanya berdebat jika mau bebas mata saja ingin memperburuk citra menjadi baik atau buruk baik dan buruk pakai bacot gratis setanahlah  membutuhkan kebencian agar orang mengerti muak lihat tingkah polah mereka;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
124;You may call me a racist, but I'd love to say... Yahudi bangsat!!;1;1;0;1;1;0;0;0;0;0;1;0;kamu mau panggil aku rasis tapi aku suka bilang yahudi bangsat;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
126;RT USER USER kebesaran jiwa anies?? yang ada kebesaran ego dan ambisi. liat cara kampanyenya yang brutal 11 12 ama sandi;1;0;1;0;0;0;0;0;1;1;0;0;pengguna pengguna rt kebesaran jiwa anies  ada kebesaran bego dan advokasi cara kampanyenya  brutal sama sandi;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
127;RT USER tapi kenyataanya jutaan rakyat kecil asli pribumi yg miskin justru semakin dimiskinkan oleh ahok cina kafir....;1;1;1;0;1;1;0;0;0;1;0;0;pengguna rt tapi kenyataanya jutaan rakyat kecil pribumi miskin lebih miskin dimiskinkan oleh ahok cina kafir;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
128;Agree, and most of Kadal Gurun stand for the opposite, Just trying to escalate the context with what had happened these days in Indonesia with radicalist, over religious, fanatics and bigot. Still can relate right?;1;0;0;1;0;0;0;0;1;0;1;0;setuju dan paling kadal gurun berdiri untuk sebaliknya hanya mencoba untuk meningkatkan konteks dengan apa  telah terjadi hari ini di indonesia dengan radikalis atas fanatik agama dan fanatik masih dapat berhubungan benar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
130;USER Jika ada tokoh agama, Lalu berpolitik praktis untuk jabatan2 publik?, Dengan menggunakan identitas keagamaan?. ?. Itu di lingkungan agama Budha, Ibaratkan ada yang mengaku biksu, Tetapi makan daging iya, Minum miras pun iya, Bahkan berkeluarga;1;0;0;1;1;0;0;0;0;0;1;0;pengguna jika ada tokoh agama lalu berpolitik praktis untuk jabatan kepala masyarakat dengan menggunakan identitas agama itu di lingkungan agama buddha ibaratkan ada  menerima biksu makan daging iya minum minuman keras punya iya bahkan berkeluarga;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
133;USER USER yang bikin Reklamasi kunjungan anda,yg dapat duit dari para cukong junjungan anda..USER nyetop eh dibilang lanjut..sipit songong!!';1;1;1;0;0;1;0;0;0;1;0;0;pengguna pengguna  membuat reklamasi kunjungan kamu  dapat duit dari para cukong junjungan kamu pengguna menyetop  dibilang lanjut sipit songong;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
135;"Uncivilized coward citizen doing coward thing and their Minister showing the same coward response. #cowards #ShameOnYouSyedSaddiq
#shameonyoumalaysia  https://twitter.com/CNNIndonesia/status/1197735033840103424ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;warga pengecut  tidak beradab melakukan hal pengecut dan menteri mereka menunjukkan respon pengecut  sama pengecut malu pada anda syed saddiq malu pada anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
140;"dulu guru ngaji sering bilang ""Kalian jangan main sepak bola karena sepak bola itu olah raganya pki"" sdh dikatain antek komunis sejak kecil";1;0;1;0;0;1;0;0;0;1;0;0;dulu guru mengaji lebih sering jangan kalian main sepak bola karena sepak bola itu olah raganya partai komunis indonesia sudah diejek antek komunis sejak kecil;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
141;USER Benerin sinyal dulu cuk !! Udah 2 minggu sinyalmu kaya bangke. BUSUK';1;1;0;1;0;0;0;0;1;0;1;0;pengguna benarkan sinyal dulu cuk sudah minggu sinyalmu kaya bangkai busuk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
142;USER Rezim sekrng ini brupaya mncuci otak generasi kita agar mlpakn sejarah..seakan2 bpknyalah yg hebat mlh mi d samakan dgn tuhan...\nRezim kacang lupa kulitnya, \nMlh mnjdi pemuja aseng dan anjing2 komunis itu..';0;0;0;0;0;0;0;0;0;0;0;0;pengguna rezim sekarang ini memperbaiki otak generasi kita agar menghindari sejarah seakan akan bapaknyalah  hebat malah mi di samakan dengan tuhan rezim kacang lupa kulitnya malah menjadi pemuja asing dan anjing komunis itu;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
143;USER bani koplak mana nich kok gak dukung siwanbango bego';1;1;0;1;0;0;0;0;1;0;1;0;pengguna bani kocak mana nih  tidak dukung siwanbango bego;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
145;USER ma kangen mau nete';0;1;0;0;0;0;0;0;0;0;0;0;user sama kangen mau nete;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
146;Radicalism is like a deadly virus, stop it before it kills you. Well done  USER for banning HTI & FPI, make your country wonderful again!;1;0;0;1;1;0;0;0;0;0;1;0;radikalisme ibarat virus mematikan menghentikannya sebelum membunuh anda pengguna  dilakukan dengan baik untuk melarang hizbut tahrir front indonesia pembela islam membuat negara anda luar biasa lagi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
149;Pas lg makan dpt omelan itu rasanya seperti makan tai kucing dipagi hari.\nGak pake ngunyah, asal telen aja biar cpt abis ini sarapan';0;1;0;0;0;0;0;0;0;0;0;0;pas lagi makan dapat omelan itu seperti makan tai kucing di pagi hari tidak pakai mengunyah asal telan saja biar cepat habis ini sarapan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
151;KPK banyak semrawut juga goblok...bubarkan saja c USER toh banyak kasus mengambang begitu saja..hahh haram URL;1;1;0;1;0;0;0;0;1;0;0;1;komisi pemberantasan korupsi banyak semrawut juga goblok bubarkan saja c pengguna  banyak kasus kemitraan sehingga saja  haram url;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
152;Kalo badan ue bisa ngomong:\n\xe2\x80\x9cHoi lu ngga denger tulang gue bunyi semua? Mata gue lelah liatin layar mele! Tangan capek ngetik mele? Heh budek apa lu?!\xe2\x80\x9d\n\n\xe2\x80\x9cGue denger bego!! Maafin ue\xe2\x80\x9d \xf0\x9f\x98\xad\xf0\x9f;1;1;1;0;0;0;1;0;0;1;0;0;jika badan saya bisa bicara  kamu tidak mendengar tulang saya bunyi semua mata saya lelah melihat layar melulu tangan lelah membaca melulu dia budek apa kamu aku dengar bego maafkan aku;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
154;"Yall..Idk why yall are so offended when kelantan and kelantanese get critisized. We Penangite get critisized all the time

For being sheeple of DAPig, for supporting kafir cina, for allegedly disregard muslim & malay rights, and malay and Muslim here who supports DAP are traitor";0;1;0;0;0;0;0;0;0;0;0;0;yel saya tidak tahu kenapa yel sangat tersinggung ketika kelantan dan kelantan mendapatkan kritik kami penangite mendapat kritik sepanjang waktu karena menjadi domba dapig untuk mendukung kafir cina karena diduga mengabaikan hak hak muslim malaysia dan malaysia dan muslim di sini  mendukung dap adalah pengkhianat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
162;That's why we dont argue with FPI and another narrow minded religious people such as HTI. #QOTD Good night lads :) pic.twitter.com/ShQKVC0jta;1;0;0;1;1;0;0;0;0;0;1;0;bahwa mengapa kita tidak berdebat dengan pembela islam di muka dan orang beragama lain  berpikiran sempit seperti hizbut tahrir indonesia qotd selamat malam nyonya;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
163;RT USER Nanti ada rezim Indonesia islam rezim amerika Kristen ujung-ujungnya islam vs budha vs Kristen vs hindu senang kah anda?;1;0;1;0;1;0;0;0;0;1;0;0;rt pengguna nanti ada rezim indonesia islam rezim amerika kristen ujung ujungnya islam lawan buddha lawan kristen lawan hindu senang  kamu;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
165;Terserah mau blg gw cowo berengsek, dll. I won't say anything bad about you. We both know the truth. I will still keep on praying for you :);0;1;0;0;0;0;0;0;0;0;0;0;aku tidak akan mengatakan hal buruk tentang kalian kami berdua tahu  sebenarnya aku akan tetap berdoa untukmu ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
167;Potret Rezim Jokowi anti pd umat islam bkn sj di indonesia yg dipimpin tpi bahkan dinegara lain sptr Myanmar skrg;1;0;1;0;0;0;0;0;1;1;0;0;potret rezim jokowi anti pada umat islam bukan saja di indonesia  dipimpin tetapi juga dinegara lain tentang myanmar sekarang;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
176;Orang-orang kayak gini pantes dilaknat tangisan rakyat dari masa prakemerdekaan sampe kiamat nanti dan digentayangin arwah pejuang yang kegelisahannya masih lebih militan daripada mereka yang kerjaannya cuma ngawang, kosong, bolot.';1;1;0;1;0;0;1;0;0;0;1;0;orang orang kayak begini layak dilaknat tangisan rakyat dari masa pra kemerdekaan sampai kiamat nanti dan digentayangi arwah pejuang  kegelisahannya masih lebih militan dari  kerjaannya hanya ngawang kosong bolot;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
177;USER Jangan biarkan Pemprov DKI bekerja sendiri, mari kita dukung dan ikut membantu Pemprov dalam melawan cukong, aseng, asing dan para koruptor.\n\nBersatu kita teguh, Pemprov DKI bersama warga DKI Jakarta melawan cukong, aseng, asing, dan para k;1;0;0;1;0;0;0;0;1;0;1;0;pengguna jangan izinkan pemerintah provinsi khusus untuk bekerja mari kita dukung dan ikut membantu pemerintah provinsi untuk melawan cukong dan para koruptor bersatu kita teguh pemerintah provinsi daerah khusus modal bersama;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
181;Para Pendukung Capres gagal Move On salalu sibuk Urus Aseng bawa kabur uang Rp 35 T. Tapi ngak sadar kenapa Aseng bisa kabur bawa uang sebanyak itu tanpa didukung Pribumi ASU. Mustahil Aseng bisa. Pribumi hanya diam kalau disogok. Mental kacung emang. URL;1;1;0;1;0;1;0;0;0;0;1;0;para pendukung calon presiden gagal bergerak di selalu sibuk urus asing bawa kabur duit rupiah t tapi tidak sadar kenapa bisa kabur bawa duit lebih banyak tanpa disponsori pribumi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
182;USER USER USER Kabur karna tdk sependapat dgn Presiden Sukarno karna di Kabinet Presiden Sukarno banyak PKI';0;0;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna melarikan diri karena tidak sependapat dengan presiden soekarno karena di kabinet presiden soekarno banyak partai komunis indonesia;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
184;"USER HUHUHUHU TIBA2 SM KIM BUM PLOT TWIST BANGETTT. SUMPAH AKU TUH UDH RELAIN DIA SM MONYET BENERAN BIAR MONYET MOVE ON EH TAUNYA AMA DIA:')) Jan jangan monyet gaberani deketin dia karna tau udh ada yg punya:(""";1;1;1;0;0;0;0;0;1;1;0;0;pengguna  tiba tiba sama kim bum plot twist banget sumpah aku sudah relakan dia sama monyet benaran biar monyet pindah di  taunya sama dia jangan jangan monyet tidak berani dekati dia karena tau sudah ada  punya;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
185;completely the opposite for me. So many people that I know from my HS now turned out supporting conservative organization/movement like FPI, HTI and 212 lol. Thank fuck I was able to get out from there before it became more toxic for me;1;1;0;1;1;0;0;0;0;0;1;0;benar benar sebaliknya bagi saya begitu banyak orang  saya kenal dari  saya sekarang ternyata mendukung gerakan organisasi konservatif seperti front pembela islam hizbut tahrir indonesia dan  terima kasih apaan saya bisa keluar dari sana sebelum menjadi lebih beracun bagi saya;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
