Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict
496;RT USER: benda bodo apa aku baca ni... bukan ke korang golongan bijak pandai. kenapa bingai sangat ni...... kalau gitu beribu2\xe2\x80\xa6';0;1;0;0;0;0;0;0;0;0;0;0;rt user benda bodoh apa aku baca nih bukan ke korang golongan bijak pandai kenapa bingai sangat nih kalau begitu beribu ribu ;0;0;0;0;0;0;0;0;0;0;0;0
500;Subhanallah, Apalagi kalau ahok sampai divonis tidak bersalah, Naudzubillahmindzalik. Tanda wajib lengserkan jokowi;1;0;1;0;0;0;0;0;1;0;0;1;subhanallah apalagi kalau ahok sampai divonis tidak bersalah naudzubillahimindzalik tanda wajib lengserkan jokowi;1;0;1;0;0;0;0;0;1;1;0;0
509;USER USER Bapaknya Prabowo itu sebagai penggagas supaya Indonesia BERHUTANG..... iya soemitro;1;0;1;0;0;0;0;0;1;1;0;0;user user bapaknya prabowo itu sebagai penggagas supaya indonesia berhutang iya soemitro;0;0;0;0;0;0;0;0;0;0;0;0
512;"Tropical peat forests suck carbon out of the atmosphere and store it. Now, research has shown three million hectares of tropical peat swamp forests in Malaysia and Indonesia have been replaced by palm oil plantations. 
 https://www.firstpost.com/tech/science/palm-oil-research-shows-that-new-plantations-produce-double-the-emissions-of-mature-ones-7945601.htmlÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;tropical peat forests suck carbon out of the atmosphere and store it now research has shown three million hectares of tropical peat swamp forests in malaysia and indonesia have been replaced by palm oil plantations ;1;1;0;0;0;0;0;0;1;0;0;0
541;USER Kalo cebong sih pasti senang2 aja sama omongan yg ga berbobot kayaa gini';1;1;0;1;0;0;0;0;1;0;1;0;user kalau kecebong  pasti senang senang saja sama omongan  tidak berbobot kaya begini ;1;1;0;0;0;0;0;0;1;0;1;0
558;Don't force your style to others. What's cool for you could be norak and kampungan to others.;0;1;0;0;0;0;0;0;0;0;0;0;do not force your gaya to others apa keren for you could be norak and kampungan to others ;0;1;1;0;0;0;0;0;0;1;0;0
562;RT USER: Maaf tak menyelesaikan masalah. Sudah berapa banyak peternak dan pedagang dirugikan akibat ulah manusia ini? Dan sudah be\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0;rt user maaf tidak menyelesaikan masalah sudah berapa banyak peternak dan pedagang dirugikan akibat ulah manusia ini dan sudah be ;1;0;1;0;0;0;0;0;1;1;0;0
575;"Ya. Bagiku ketika aku melihat seseorang mabuk karena minuman keras, bisa menjadi sebuah pelajaran. Contohnya setelah melihat si Syamsudin.\n\n""Oh, aku gak boleh mabuk seperti itu. Biar gak jadi goblog"" begitu kukira.'";0;1;0;0;0;0;0;0;0;0;0;0; bagiku ketika aku melihat seseorang mabuk karena minuman keras bisa menjadi sebuah pelajaran contohnya setelah melihat  syamsuddin  aku tidak boleh mabuk seperti itu biar tidak jadi goblok begitu aku kira ;0;0;0;0;0;0;0;0;0;0;0;0
577;Itu akun NeoPKI>komunis>atheis! Hny berani muncul bak jamur di musim hujan di rezim jKW! Lebih pantes disebut rezim apa skrg ini ya?? miris;1;0;1;0;0;0;0;0;1;1;0;0;itu akun neopki komunis ateis cuma berani muncul bak jamur di musim hujan di rezim jokowi lebih pantas disebut rezim apa sekarang ini  miris;0;0;0;0;0;0;0;0;0;0;0;0
586;#HapusMalaysiaDariASEAN #tortorpunyaindonesia #malaysiamiskinbudaya dear malaysia You coutry is bitch country! :D *ups;1;1;0;1;0;0;0;0;1;0;1;0; hapus malaysia dari asean tortor punya indonesia malaysia miskin budaya dear malaysia you coutry is bitch country di ;1;0;0;1;0;0;0;0;1;0;1;0
624;Dah adzan subuh ni, sholat yuk. \nYg kristen sate yuk';0;0;0;0;0;0;0;0;0;0;0;0;sudah azan subuh nih salat ayo  kristen sate ayo ;1;0;1;0;0;0;0;0;0;1;0;0
645; USER #MalaysiaMiskinBudaya maybe now malaysia change to MALINGSIA. LIKE A BANDIT . FOOL NATIONS . HAHAHA;1;1;0;1;0;0;0;0;1;0;1;0; user malaysia miskin budaya maybe now malaysia change to malaysia like a bandit fool nations ;1;0;0;1;0;0;0;0;1;0;1;0
649;Yahudi bangsat . Let's praying for Gaza guys :( :( #PrayForGaza #PrayForPalestina pic.twitter.com/QeJ9USfCme;1;1;0;1;1;0;0;0;0;0;1;0;yahudi bangsat let praying for gaza guys pray for gaza pray for palestine ;1;1;0;1;0;0;0;0;1;0;1;0
660;[98:1] Orang-orang kafir yakni ahli Kitab dan orang-orang musyrik (mengatakan bahwa mereka) tidak akan meninggalkan (agamanya) sebelum datang kepada mereka bukti yang nyata,';0;0;0;0;0;0;0;0;0;0;0;0; orang orang kafir yakni ahli kitab dan orang orang musyrik mengatakan bahwa mereka tidak akan meninggalkan agamanya sebelum datang kepada mereka bukti  nyata ;1;0;0;1;0;0;0;0;0;0;0;0
670;dia sakit so doctor kata nak elak infection sbb najis sendiri so doctor shave situ..but hes getting better now;0;0;0;0;0;0;0;0;0;0;0;0;dia sakit so doctor kata nak elak infection sebab najis sendiri so doctor shave kamu but hes getting better now;1;1;1;0;0;0;0;0;1;1;0;0
671;Di Myanmar yg mayoritas bukan Islam mereka menindas membunuh muslim saatnya kita jihad dg segala yg kita punya jihad harta;1;0;0;1;1;0;0;0;0;0;1;0;di myanmar  mayoritas bukan islam mereka menindas membunuh muslim saatnya kita jihad dengan segala  kita punya jihad harta;1;0;0;1;0;0;0;0;0;0;0;0
680;RT  USER: I believe karma Does exist!!! Berengsek lo.;1;1;1;0;0;0;0;0;1;1;0;0;rt user i believe karma does eksis berengsek kamu ;1;1;1;0;0;0;0;0;0;1;0;0
683;RT USER USER Yg ada, cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah.;1;0;1;0;0;0;0;0;1;1;0;0;rt user user  ada caci maki penista agama tapi ternyata ketahuan poligami mengumpet apa mau dibegitukan saya  tidak mau ;1;1;0;0;0;0;0;0;0;0;0;0
685;Ayo lengserkan Jokowi. Dimulai dari bugis.;1;0;1;0;0;0;0;0;1;0;0;1;ayo lengserkan jokowi dimulai dari bugis ;1;0;1;0;0;0;0;0;1;1;0;1
696;Tidak tertarik dengan wawancara itu. Menyimak wawancara itu bisa berakibat buruk bagi kesehatan.;0;0;0;0;0;0;0;0;0;0;0;0;tidak tertarik dengan wawancara itu menyimak wawancara itu bisa berakibat buruk bagi kesehatan ;1;0;0;0;0;0;0;0;0;0;0;0
697;USER : Si AHOAK USER CINA ANJING KAFIR PENISTA AGAMA ISLAM....!!!;1;1;1;0;1;1;0;0;0;1;0;0;user  ahok user cina anjing kafir penista agama islam ;1;1;1;1;1;1;0;0;0;1;0;0
699;Malam ini: Ganyang! Bakar! Bunuh PKI!;1;0;0;1;0;1;0;0;0;0;0;1;malam ini ganyang bakar bunuh partai komunis indonesia ;1;0;1;1;0;0;0;0;0;0;0;1
713;"Retweeted #2019GANTIPRESIDEN (USER):; ; Tenda Abang Becak Mau Disita Polisi Karena Tulisan #2019GantiPresiden";1;0;1;0;0;0;0;0;1;1;0;0;retweet ganti presiden user tenda abang becak mau disita polisi karena tulisan ganti presiden;0;0;0;0;0;0;0;0;0;0;0;0
718;900 Ton Benih Hortikultura Tembus Pasar Ekspor 10 Negara;0;0;0;0;0;0;0;0;0;0;0;0; ton benih hortikultura tembus pasar ekspor negara;1;0;1;0;0;0;0;0;1;1;0;0
727;USER USER Loe jangan hina Ahok dong\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\nSemua orang udah tau kok si Ahok cuma besar Congor ngak perlu loe perjelas kali \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81';1;1;1;0;0;0;0;0;1;1;0;0;user user kamu jangan hina ahok  semua orang sudah tau   ahok hanya besar congor tidak perlu kamu perjelas kali ;1;1;1;0;0;0;0;0;0;1;0;0
730;USER Monyet bermuka kucing lagi makan pisank';0;1;0;0;0;0;0;0;0;0;0;0;user monyet bermuka kucing lagi makan pisang ;0;0;0;0;0;0;0;0;0;0;0;0
733;"for those who still mengolok olokan korea as a ""plastics"",  sorry brother you're cancelled. kampungan.";0;1;0;0;0;0;0;0;0;0;0;0;for those who still mengolok olokan korea as a plastics maaf brother you are cancelled kampungan ;1;1;1;0;0;0;0;0;1;1;0;0
741;USER Hny di rezim bpk JKW freport bertekuk lutut.\n#Jkw2Periode\n#2019ForJkw';0;0;0;0;0;0;0;0;0;0;0;0;user cuma di rezim bapak jokowi freeport bertekuk lutut jokowi dua periode for jokowi ;1;0;1;0;0;0;0;0;1;1;0;0
766;USER Wedus gembel\n\nAku siram air bisa bikin seger kan';0;1;0;0;0;0;0;0;0;0;0;0;user wedus gembel aku siram air bisa buat segar  ;0;0;0;0;0;0;0;0;0;0;0;0
774;USER Alhamdulillah.. tetap bersahaja.. mudah mudahan tetap fokus kepada prestasi tdk terbuai dengan popularitas.. entertainer, politikus dan antek antek nya stay away from him.. kalau mau nyumbang silahkan dalam bentuk tabungan ikhlas gk perlu pame;0;0;0;0;0;0;0;0;0;0;0;0;user alhamdulillah tetap bersahaja mudah mudahan tetap fokus kepada prestasi tidak terbuai dengan popularitas entertainer politikus dan antek antek  stay away from him kalau mau menyumbang silakan dalam bentuk tabungan ikhlas tidak perlu pame;1;0;0;1;0;0;0;0;1;0;1;0
800;"USER USER USER MAUNYA DI JAMBAN ;('";0;0;0;0;0;0;0;0;0;0;0;0;user user user maunya di jamban ;0;1;0;0;0;0;0;0;0;0;0;0
801;Siapapun pasangan beliau asal bukan Jokowi gw coblosan...keberanian Prabowo nga sampe separoh ini bapak. URL;1;0;1;0;0;0;0;0;1;1;0;0;siapapun pasangan dia asal bukan jokowi aku coblosan keberanian prabowo tidak sampai separuh ini bapak url;1;0;0;0;0;0;0;0;1;0;0;0
829;"Beberapa Kriteria Pemimpin yg Layak Dilantik dlm Islam:; 1. Shiddiq, Jujur, Bkn PENDUSTA; 2. Tabligh, Tdk Menyembunyikan Kebenaran; 3. Amanah, Terpercaya, Tdk KHIANAT; 4. Fathonah, Cerdas, Tdk Ber-IQ Rendah; Dan:; 1. Adil, Taat Aturan; 2. Punya ILMU &amp;";0;0;0;0;0;0;0;0;0;0;0;0;beberapa kriteria pemimpin  layak dilantik dalam islam sidik jujur bukan pendusta tablig tidak menyembunyikan kebenaran amanah terpercaya tidak khianat fatanah cerdas tidak ber intelligence quotient rendah dan adil taat aturan punya ilmu ;1;0;0;1;0;0;0;0;1;0;1;0
830;"Se7 sy dgn LBP.; KPU perlu tetapkan cukup 1 tema saja.; ; Misalnya :; #2019GantiPresiden; #2019PresidenBaru ; ; .; ; Luhut kepada Prabowo: Jika Maju Tidak Usah Bawa Tema Agama;";1;0;1;0;0;0;0;0;1;1;0;0;setuju aku dengan low back pain komisi pemilihan umum perlu tetapkan cukup tema saja misalnya ganti presiden presiden baru luhut kepada prabowo jika maju tidak usah bawa tema agama ;1;0;0;1;0;0;0;0;0;0;0;0
831;Video diduga perang Teroris Budha yang kocar kacir melawan Pertahanan pemuda muslim minoritas Rohingya.;1;0;0;1;1;0;0;0;0;0;1;0;video diduga perang teroris buddha  kocar kacir melawan pertahanan pemuda muslim minoritas rohingya ;1;0;0;1;0;0;0;0;0;0;1;0
834;USER USER USER USER USER Lu yg lebih dongo, suporter kok promosiin film wkwkwk sampe ikut berpolitik jga wkwkk #AingPersibAingPolitik';1;1;1;0;0;0;0;0;1;1;0;0;user user user user user kamu  lebih dungu suporter  promosikan film  sampai ikut berpolitik juga  aku persib saya politik ;1;1;0;1;0;0;0;0;1;0;1;0
872;USER Ke goblog an yang hqq ketika pacaran bertahun2 tapi gatau ketemu..fake ppl is everywhere.. mesakno se tapi kok heran aku wkwkwk';0;1;0;0;0;0;0;0;0;0;0;0;user ke goblok an  hakiki ketika pacaran bertahun tahun tapi tidak tahu ketemu fake people is everywhere merasakan  tapi  heran aku  ;1;1;1;0;0;0;0;0;1;1;0;0
890;Pengkhianatan PKI membunuh para Jendral PKI keblinger kata BungKarno.Bubarkan PKI Turunkan harga2 dan bubarkan kabinet Tritura.;1;0;0;1;0;1;0;0;0;0;0;1;pengkhianatan partai komunis indonesia membunuh para jenderal partai komunis indonesia keblinger kata bung karno bubarkan partai komunis indonesia turunkan harga harga dan bubarkan kabinet tritura ;1;0;0;1;0;0;0;0;0;0;0;1
896;yall need to stop smh, even i vote for 01 but seeing #PrabowoGila its insane...;0;1;0;0;0;0;0;0;0;0;0;0;yel need to stop  ampun even i memilih for but seeing prabowo gila it is insane ;0;0;0;0;0;0;0;0;0;0;0;0
914;Anjing ref kena bayar. IT'S A HANDBALL!!!!;0;1;0;0;0;0;0;0;0;0;0;0;anjing ref kena bayar it a handball ;0;0;0;0;0;0;0;0;0;0;0;0
923;USER USER USER USER USER USER USER USER USER USER USER USER Hhhhmmm,,, ini akibatnya jk jadi korban gizi buruk, selalu salah dalam pemahamanny,;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user  ini akibatnya kalau jadi korban gizi buruk selalu salah dalam pemahamannya ;1;0;1;0;0;0;0;0;1;1;0;0
928;haha there was someone who texted me Ã¢ÂÂmunafik lo gamau diajak gtÃ¢ÂÂ haha haha wow just being harassed by one of my friend;0;0;0;0;0;0;0;0;0;0;0;0; there was someone who tertulis me munafik kamu tidak mau diajak begitu    just being harassed by one of my friend;1;0;1;0;0;0;0;0;1;1;0;0
