Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed
USER Ketika cinta itu buta';0;0;0;0;0;0;0;0;0;0;0;0;user cinta buta
USER Belomm Ã°??Â­Ã°??Â­ susah banget ini cari jumlah peminat budaya indo di korsel. Giliran nemu tapi sumbernya ga akurat. Kamu gimana?;0;0;0;0;0;0;0;0;0;0;0;0;user susah banget cari minat budaya indonesia korsel gilir temu sumber akurat
Kenapa ya orang Indonesia ini disuruh tertib susah banget? Salah satu contohnya adalah tertib untuk tidak naik ke KRL sebelum penumpang yang mau turun selesai semua. Saking seringnya nemu orang-orang brengsek kayak gitu di stasiun, saya sampai kepikiran untuk nyiapin kata makian.';0;1;0;0;0;0;0;0;0;0;0;0;orang indonesia suruh tertib susah banget salah contoh tertib kereta listrik tumpang turun selesai saking temu orang orang berengsek kayak stasiun pikir maki
Terciduk! Indra Piliang Relawan Anies-Sandi Ketangkap Narkoba Nahloh URL;1;0;1;0;0;0;0;0;1;1;0;0;ciduk indra piliang rawan anies sandi tangkap narkoba
USER USER \nUSER \nUSER \nTulisanya sll menyudutkan pemerintah dan di ada2 kan , issue tka Cina Sdh ga ditulis lg semenjak dibuktikan USER berkunjung ke polewali..kalo Blom waaah tiap hari itu2 aja Yg ditulis ..';0;0;0;0;0;0;0;0;0;0;0;0;user user user user tulisanya sudut perintah isu tenaga kerja asing cina tulis semenjak bukti user kunjung polewali tulis
USER USER USER USER Kajakajakajakaja Muito bom';0;0;0;0;0;0;0;0;0;0;0;0;user user user user bom
Dody sebelumnya menjabat sebagai Asisten Gubernur Kepala Departemen Kebijakan Ekonomi dan'¦;0;0;0;0;0;0;0;0;0;0;0;0;dody jabat asisten gubernur kepala departemen bijak ekonomi
USER USER Dongo dinungo ya mas,, bejo sukses dunyo akherat aamiin. \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a';0;0;0;0;0;0;0;0;0;0;0;0;user user dungu doa mas untung sukses dunia akhirat aamiin
USER lu JUGA SIPIT bri!';1;1;1;0;0;0;1;0;0;1;0;0;user sipit bank rakyat indonesia
USER Titit mu??';0;1;0;0;0;0;0;0;0;0;0;0;user titit mu
Moga2 berkah untuk semuanya, tapi mohon perhatian untuk sektor2 lain yang mana dunia usaha merasa masih dipersulit, di takut2i, mohon Bapak Presiden blusukan juga ke lkpp yang dirasa sangat menghambat, ke depkes, polisi masih juga suka mengganggu.;0;0;0;0;0;0;0;0;0;0;0;0;moga moga berkah mohon perhati sektor sektor lie dunia usaha sulit takut mohon presiden blusuk lembaga bijak barang jasa perintah hambat departemen sehat polisi suka ganggu
TERORIS Tidak Pernah Ada Sekalipun Para Kafir Komunis Nusantara Menista Islam, Kitab dan Nabi SAW.\n\nAKAN TETAPI Teroris Itu Selalu Hadir Dimana dan Kapan Saja, Bila Hendak Mengesampingkan Isu Politik Yang Memanas.';0;0;0;0;0;0;0;0;0;0;0;0;teroris kafir komunis nusantara nista islam kitab nabi saw teroris hadir samping isu politik panas
muhammadiyahinggris jalin kerjasama pengendalian ekstrimisme;0;0;0;0;0;0;0;0;0;0;0;0;muhammadiyah inggris jalin kerja kendali ekstrem
semua sektor kacau adalah Fakta.. sampe2 pembunuh dibela.. mulai ga waras orang-orang di negeri ini Lengserkan Jokowi SegeraSI_MPR2017;1;0;1;0;0;0;0;0;1;0;0;1;sektor kacau fakta bunuh bela waras orang orang negeri lengser jokowi gas mpr
RT USER: Siapapun yg mengelola perkara sistem tiket masuk ke Bromo,Tengger,Semeru ini emang biadab, idiot, pantek, jembat';1;1;0;1;0;0;1;0;0;0;1;0;user kelola perkara sistem tiket masuk bromo tengger meru biadab idiot pantek jembat
USER USER USER pikiran anak bani kampret g beda jauh sma penista agama. Penfitnah, Penipu Dan Garong..;1;1;0;1;0;0;0;0;1;0;1;0;user user user pikir anak bani kampret beda nista agama fitnah tipu garong
RT USER USER Kalo ingin benar-bencar PKI gak ada di Indonesia bubarkan PDIP !!;1;0;0;1;0;1;0;0;0;0;0;1;user user bentar partai komunis indonesia indonesia bubar partai demokrasi indonesia juang
USER USER Kalau mau jadi Katolik aku bisa bantu mz';0;0;0;0;0;0;0;0;0;0;0;0;user user katolik bantu mas
USER Ngaca idiot. Idiot manggil idiot';1;1;1;0;0;0;1;0;0;1;0;0;user kaca idiot idiot panggil idiot
USER USER USER anjing2 ahok.kaum babi lo bnyk bacot.mnding duel sma gw.;1;1;0;1;0;0;0;0;1;0;1;0;user user user anjing anjing ahok kaum babi bacot duel
USER USER USER USER Sama bli senang punya saudara bli, kebetulan saya senang mempelajari Hindu Bali, untuk menambah wawasan.\nDan karya karya Gde Prama juga menarik untuk dibaca perluasan wawasan.';0;0;0;0;0;0;0;0;0;0;0;0;user user user user beli senang saudara beli senang ajar hindu bal wawas karya karya prama tarik baca luas wawas
Liat orang lagi sulit bisa bisanya gamau bantu, liat ntar pas lu susah gaada yang bantu mampus lu tai.';1;1;1;0;0;0;0;0;1;1;0;0;lihat orang sulit bantu lihat pas susah bantu mampus tai
USER USER USER Hahaha itu berbeda dibandara tempat byk penumpang dari berbagai negara. Lah ini dijalan di kabupaten ada rambu tulisan cina, terlihat bgt minta dijajah cina';0;0;0;0;0;0;0;0;0;0;0;0;user user user beda bandara tumpang negara jalan kabupaten rambu tulis cina lihat banget jajah cina
USER Kemenangan Anies Sandi seharusnya batal demi hukum;1;0;1;0;0;0;0;0;1;1;0;0;user menang anies sandi batal hukum
"URL &lt;-pacar lesbi #xxx #porn #bokep'";0;1;0;0;0;0;0;0;0;0;0;0;lt pacar lesbian xxx porno bokep
USER Trus solusi jangka pendek untuk mencegah aksi bom bunuh diri itu apa prof? (kalau gak pake undang2 itu)';0;0;0;0;0;0;0;0;0;0;0;0;user solusi jangka pendek cegah aksi bom bunuh prof pakai undang undang
Saya Muslim, Katolik,Budha,Hindu ,Kristen,Jawa,Sumatra,Papua tidak masalah, konsekuensiny anda bukan Muslim, Jawa dst. karena itu semua kebhinekaan kita. \nTapi kalo saya NKRI ,Pancasila konsekuensinya selain itu bukan orang Indonesia ...';0;0;0;0;0;0;0;0;0;0;0;0;muslim katolik buddha hindu kristen jawa sumatera papua konsekuensi muslim jawa bineka negara republik indonesia pancasila konsekuensi orang indonesia
USER USER USER USER USER Maaf nih....emang ada katolik nusantara?';0;0;0;0;0;0;0;0;0;0;0;0;user user user user user maaf nih katolik nusantara
RT USER yang kelima usir orang-orang budha dan kristen dari indonesia, yang terakhir bakar semua rumah rumah orang-orang kristen dan budha;1;0;0;1;1;0;0;0;0;0;0;1;user usir orang orang buddha kristen indonesia bakar rumah rumah orang orang kristen buddha
Ini Pernyataan Fadli Zon Sebut potensi korupsi jadi kecil jika Pilkada melalui DPRD Di ...;0;0;0;0;0;0;0;0;0;0;0;0;nyata fadli zon potensi korupsi pilih kepala daerah dewan wakil rakyat daerah
USER USER Islam nusantara ngga ada bedanya sama cebong nusantara';1;1;0;1;1;0;0;0;0;0;1;0;user user islam nusantara beda kecebong nusantara
USER mabuk onta arab, bro??? \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';0;1;0;0;0;0;0;0;0;0;0;0;user mabuk unta arab bro
Merunut dari data KedaiKOPI dan Median, nama itu mengkerucut pada nama TGB M Zainul Majdi. Gubernur NTB dua periode. Elektabilitasnya terus naik, masuk top five.;0;0;0;0;0;0;0;0;0;0;0;0;runut data kedai kopi median nama kerucut nama tuan guru bajang zainul majdi gubernur nusa tenggara barat periode elektabilitasnya masuk top five
Jokowi USER Adalah Ahok Yang Tertunda siap-siap dipenjara juga ya pak URL;1;0;1;0;0;0;0;0;1;1;0;0;jokowi user ahok tunda penjara
Gue gamau nyindir tapi jadi kesannya jadi nyindir hadeeehhh bego wkwk';0;1;0;0;0;0;0;0;0;0;0;0;sindir kesan sindir bego
Nama Lengkap : Iris Jung\n\nNama Asli : Jung An Ri\n\nTempat, Tanggal lahir : Busan, 10 Agustus 1991\n\nAgama : Katolik';0;0;0;0;0;0;0;0;0;0;0;0;nama lengkap iris jung nama asli jung republik indonesia tanggal lahir bus agustus agama katolik
"Yai Ma'ruf Amin salah seorang Ulama yg hadir maulid Majelis Rasulullah sejak pertama kali diadakan di Monas...; .; .; AlHabib Munzir AlMusawa menjuluki Yai Ma'ruf sbg Gerahamnya Ahlusunnah Wal Jama'ah";0;0;0;0;0;0;0;0;0;0;0;0;iya ruf amin salah orang ulama hadir maulid majelis rasulullah kali monas al habib munzir al musawa juluk iya ruf geraham ahlusunah jama
Yang menjadi persoalan, rejim jokowi ini melanggengkan salah urus kebijakan agraria Orde Baru sebelumnya ).|#keadilandistribusitanah';0;0;0;0;0;0;0;0;0;0;0;0;rejim jokowi langgeng salah urus bijak agraria orde adil distribusi tanah
Presiden Amerika Barack Hussein Obama mendesak Putin untuk menarik mundur tentara Rusia di Ukraina.;0;0;0;0;0;0;0;0;0;0;0;0;presiden amerika barack hussein obama desak putin tarik mundur tentara rusia ukraina
USER Semoga ente di laknat Allah karena merusak islam dari dalam..;1;0;1;0;1;0;0;0;0;1;0;0;user moga laknat allah rusak islam
Kalau kerasnya nasionalis religius dan Islam melawan politik kawanan penista agama, kawanan simpatisan PKI, kawanan yg dikutuk Palestina, kawanan pengubur agama kalau itu BETUL, bahkan HARUS dgn spirit agama. Apa jgn2 politik yg dikafirkan itu benar2 mrk;0;0;0;0;0;0;0;0;0;0;0;0;keras nasionalis religius islam lawan politik kawan nista agama kawan simpatisan partai komunis indonesia kawan kutuk palestina kawan kubur agama spirit agama politik kafir
USER USER Bank Pemerintah gulung tikar, kmdn di jual ke asing/aseng.';0;0;0;0;0;0;0;0;0;0;0;0;user user bank perintah gulung tikar kmdn jual asing asing
USER Insyaallah..jika kita dpt boikot safiey illias,tempiasnye akan kena pada transgender s yg lain...';0;0;0;0;0;0;0;0;0;0;0;0;user insyaallah boikot safiey ilias tempias kena transgender si lie
Bacot lu member karma';1;1;1;0;0;0;0;0;1;1;0;0;bacot member karma
Tjahjo mengatakan, saat ini pemerintah masih memberikan waktu bagi fraksi yang ada di DPR untuk melakukan lobi.';0;0;0;0;0;0;0;0;0;0;0;0;tjahjo perintah fraksi dewan wakil rakyat laku lobi
Lain betul mood ngantuk tapi kena bljr sbb bsk exam ni. Mouse nda function kena ampas, pen putus2 kena kasi patah terus. \xf0\x9f\x98\xa9';0;0;0;0;0;0;0;0;0;0;0;0;lie mood antuk kena ajar besok exam nih tikus function kena ampas putus putus kena kasih patah
RT USER IklanAhokJahat bikin darah mendidih. bangsat penuh dengan propaganda. emang lo kira islam radikal ?Kalau kami mau;1;1;1;0;0;0;0;0;1;1;0;0;user iklan ahok jahat bikin darah didih bangsat penuh propaganda islam radikal
USER USER USER Mau debat sama anak yg dikuliahin tapi bisa dibegoin?\nBajingan emang orang kayak elu ya bikin indon sengsara URL;1;1;1;0;0;0;0;0;1;1;0;0;user user user debat anak kuliah dibegoin bajing orang kayak bikin indon sengsara
"Karena kebiasaan pake earphone ke mana-mana dan suka budek kalo ada yang nanya, tadi tiba-tiba ada bapak-bapak nanya dan aku gak denger dia nanya apa, tanganku refleks megang kuping, padahal lagi gak pake earphone :""( kumalu 2 detik\xf0\x9f\x98\xad\xf0\x9f\xa4\xa7'";0;0;0;0;0;0;0;0;0;0;0;0;pakai earphone suka budek dengar tangan refleks pegang kuping pakai earphone malu detik
Rakyat terbelah karena pilpres? Wajar\n\nAS saja terbelah pada pilpres Nop 2016\n\nYg penting jangan terpecah, jangan konflik, jangan merusak NKR\n\nLebih penting lagi, jangan sampai proksi aseng asing menjajah RI';0;0;0;0;0;0;0;0;0;0;0;0;rakyat belah pilih presiden wajar belah pilih presiden pecah konflik rusak nkr proksi asing asing jajah republik indonesia
Ketika cinta menyapa, mungkin akan membuat buta hati tuli telinga. Tapi logika harus tetap terjaga agar tak terluka karenanya.';0;0;0;0;0;0;0;0;0;0;0;0;cinta sapa buta hati tuli telinga logika jaga luka
USER Agama katholik ngak ada yg menyebut khatolik nusantara, agama kristen protestan ngak ada yg menyebut kristen protestan nusantara, agama hindu ngak ada yg menyebut hindu nusantara, agama budha ngak ada yg menyebut budha nusantara, ...lha kok ini;0;0;0;0;0;0;0;0;0;0;0;0;user agama katolik katolik nusantara agama kristen protestan kristen protestan nusantara agama hindu hindu nusantara agama buddha buddha nusantara
USER 11 GB raib dicuri oleh providernya sendiri USER kan kampret';1;1;0;1;0;0;0;0;1;0;1;0;user gb raib curi sedia user kampret
"""..."" Tahun ini Masyarakat Adat Baduy menyerahkan hasil panennya kepada Pjs Bupati Lebak Ino S Rawita dan Gubernur Banten Wahidin Halim. #SebaBaduy2018";0;0;0;0;0;0;0;0;0;0;0;0;masyarakat adat badui serah hasil panen jabat bupati lebak ino si rawita gubernur banten wahidin halim seba baduy
USER Eeh yang bener nih pak USER ortunya kafir? Wah, pilih beliau ah.';1;0;1;0;0;0;0;0;1;1;0;0;user nih user orang tua kafir pilih
"7. Keagamaan; Bagi melindungi kepelbagaian budaya dan kepercayaan, 25 masjid dibina, 6,500 jemaah haji diberi wang saku RM500, dan JAIS diperuntukkan RM421 juta sejak 2015. 260 rumah ibadat bukan Islam termasuk tokong, kuil, gereja &amp; gurdwara telah dil";0;0;0;0;0;0;0;0;0;0;0;0;agama lindung budaya percaya masjid bina jemaah haji wang saku rm jais rm juta rumah ibadat islam masuk tokong kuil gereja gurdwara dil
USER Mantan yg terkutuk';1;1;1;0;0;0;0;0;1;1;0;0;user mantan kutuk
USER Lama-lama berita ada bom dan teroris jadi terdengar 'biasa' kalau seperti ini. Kemarin lusa di wilayah Surabaya Barat katanya ada penggerebekan terduga teroris, tapi kucari beritanya di internet nggak ada, padahal di lokasi pada heboh. Berita;0;0;0;0;0;0;0;0;0;0;0;0;user berita bom teroris dengar kemarin lusa wilayah surabaya barat gerebek duga teroris cari berita internet lokasi heboh berita
Setuju ahokers lengserkan ke prabon jokowi daripada ancurin penjara ga karuan.. URL;1;0;1;0;0;0;0;0;1;0;0;1;tuju ahoker lengser prabowo jokowi hancur penjara karuan
USER USER Baru kali ini ada capres goblok bin dungu...nada provokativ gitu ya kampret pada percaya heran aku....!!!!! #capresgoblok';1;1;1;0;0;0;0;0;1;1;0;0;user user kali calon presiden goblok bin dungu nada provokatif kampret percaya heran calon presiden goblok
Yang pro komunis Indonesia = komunis URL;1;0;0;1;0;1;0;0;0;0;1;0;pro komunis indonesia komunis
Wanita transgender berusia 38 tahun dari Mansehra, sebuah kota di timur Pakistan yang dikelilingi oleh pegunungan hijau itu tengah berkampanye untuk Pemilu Pakistan 25 Juli. Ia maju\xe2\x80\xa6 URL;0;0;0;0;0;0;0;0;0;0;0;0;wanita transgender usia mansehra buah kota timur pakistan keliling gunung hijau kampanye pilih pakistan juli maju
baiklah, anak putri langit yang bisu karena langit biru milik robot penyair';0;0;0;0;0;0;0;0;0;0;0;0;anak putri langit bisu langit biru milik robot sair
barang siapa takut pada Allah & bertakwa padaNya, mereka yg dapat kemenangan (24:52) SALAH, takutlah pada Densus 88;1;0;0;1;1;0;0;0;0;0;1;0;barang takut allah takwa menang salah takut betasemen khusus
4. Buku ini berisi pengalaman penulis selama menjadi Buruh Migran di Jordania, pengalaman saat bertugas di satgas TKI 2011, Stafsus Kementrian Tenaga Kerja dan Transmigrasi (2009-2014) dan Stafsus BNP2TKI 2006-2016 USER #GagasanCakImin #Harlah20P;0;0;0;0;0;0;0;0;0;0;0;0;buku isi alam tulis buruh migran jordania alam tugas tugas tenaga kerja indonesia staf khusus menteri tenaga kerja transmigrasi staf khusus badan nasional lindung tenaga kerja indonesia user gagas cak imin harlah
Teman2 SD gw yg SMPnya di katolik terbagus itu cerita soal olimpiade ini itu. Gw di SMPN terbagus masuk kelas terbaik malah ga tau';0;0;0;0;0;0;0;0;0;0;0;0;teman teman sekolah dasar smpnya katolik bagus cerita olimpiade sekolah negeri bagus masuk kelas tau
USER Ngaku wartawan tapi kosakata lu gembel \xf0\x9f\x98\x80\xf0\x9f\x98\x8a\xf0\x9f\x98\x80\xf0\x9f\x98\x8a';1;1;1;0;0;0;0;0;1;1;0;0;user wartawan kosakata gembel
Gubernur rasa Presiden.;0;0;0;0;0;0;0;0;0;0;0;0;gubernur presiden
Asing sama tl sendiri \xf0\x9f\x98\x83';0;0;0;0;0;0;0;0;0;0;0;0;asing lini
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user
Gara gara editing kejam, knet jadi gak kenal, jadi gak voting, peserta peserta yg oke banyak yg gak lanjut kan kasian:((';0;0;0;0;0;0;0;0;0;0;0;0;gara gara edit kejam knet kenal vote oke kasihan
"USER USER Mungkin ilmu agama anda sangat luas &amp; shaleh. Tp saya ragu melihat sebagian akun2 yg anda follow. Alangkah lbh elok anda jg memberi contoh teman2 anda terlebih dahulu cara menyampaikan pendapat dgn bil hikmah? Salam";0;0;0;0;0;0;0;0;0;0;0;0;user user ilmu agama luas saleh ragu lihat akun akun follow alangkah elok contoh teman teman bil hikmah salam
USER USER \nUSER USER USER \n\nAngkut gk nih???itung itung buat gantiin Petar dan cari pemain asing yg lebih berkualitas';0;0;0;0;0;0;0;0;0;0;0;0;user user user user user angkut nih hitung hitung ganti tar cari main asing kualitas
PERNYATAAN SIKAP PILKADA DAMAI DAN ANTI HOAX WARGA DESA LAE LUHUNG KABUPATEN DAIRI.;0;0;0;0;0;0;0;0;0;0;0;0;nyata sikap pilih kepala daerah damai anti hoaks warga desa lae luhung kabupaten dairi
Ia mengatakan bahwa tindakan Soemantri itu (seorang pejabat negara, atas nama negara, memenuhi undangan perusahaan swasta asing) tidak patut.\n#Freeport51';0;0;0;0;0;0;0;0;0;0;0;0;tindak soemantri orang jabat negara nama negara penuh undang usaha swasta asing patut freeport
Waini.... ide brilian... bisa memotivasi PNS untuk lebih semangat bekerja.... kerja sampingan di jam dinas... Ã°???;0;0;0;0;0;0;0;0;0;0;0;0;ide brilian motivasi pegawai negeri sipil semangat kerja kerja samping jam dinas
USER USER USER Saya mau tanya yg di lakukan ahok, sukamwati, joshua, ge pamungkas yg saat itu ramai mengandun unsur penistaan agama. Menurut USER dan USER itu penistaan agama bukan???;1;0;1;0;1;0;0;0;0;1;0;0;user user user laku ahok sukmawati joshua ge pamungkas ramai kandung unsur nista agama user user nista agama
Para ulama USER mengajarkan tentang bagaimana harus saling menghormati antar sesama walaupun berbeda agama, suku, bahasa dan budaya;0;0;0;0;0;0;0;0;0;0;0;0;ulama user ajar hormat beda agama suku bahasa budaya
"Permadi Arya melaporkan Rocky Gerung ke polisi? Serius tuh? ; ; ""Kitab suci itu fiksi,"" kata Rocky.; ; Pernyataan itu salah? Anda merasa terhina? Wait. Bukankah biasa penganut agama A menganggap kitab suci...";0;0;0;0;0;0;0;0;0;0;0;0;madi arya lapor rocky gerung polisi serius kitab suci fiksi rocky nyata salah hina tunggu anut agama anggap kitab suci
55 Kreasi Kreatif dari Botol Plastik Bekas Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ Iva Hardiana | Sinopsis: Rp75.000,00 #bukugpu;0;0;0;0;0;0;0;0;0;0;0;0;kreasi kreatif botol plastik bekas iva hardiana sinopsis rp buku gpu
USER wkwkwk telat banget, idiot.';0;1;0;0;0;0;0;0;0;0;0;0;user telat banget idiot
"USER gua sekelas pernah lagi jamkos. kelas gua tuh temboknya bisa dibuka, soalnya dia rolling door. nah begonya kelas gua muter lagu kenceng banget terus sampe ke lagunya ratu yg ""lelaki buaya darat, buset!"" eh guru kelas sebelah dateng dong dari";0;0;0;0;0;0;0;0;0;0;0;0;user kelas jam kosong kelas tembok buka roll door bego kelas puter lagu kencang banget lagu ratu lelaki buaya darat buset guru kelas belah
USER USER USER USER Di jawa Ada GKJ.. Gereja Kristen Jawa, ajaran sama penggunaan bahasa jawa dan bercampur dgn ajaran kejawen / budaya lokal. Dan baik2 saja.. tdk ada yg dirugikan dan merugikan.';0;0;0;0;0;0;0;0;0;0;0;0;user user user user jawa gereja kristen jawa gereja kristen jawa ajar bahasa jawa campur ajar kejawen budaya lokal rugi rugi
