Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed
USER Wisma darulaman. Kerja\xc2\xb2 banci. Lebih politik la\xf0\x9f\x98\x82';1;1;0;1;0;0;0;1;0;0;1;0;user wisma darul aman kerja banci politik
Hari ini, Presiden Jokowi akan meninjau proyek Bandara Kertajati yg direncanakan akan beroperasi pada bulan Juni 2018. Pd tahap 1, kapasitas terminal bisa menampung 5 juta;0;0;0;0;0;0;0;0;0;0;0;0;presiden jokowi tinjau proyek bandara kertajati rencana operasi juni tahap kapasitas terminal tampung juta
"Kalau Gotham City lokasinya di Indonesia, Harvey Dent mungkin akan bilang, ""You either die a hero for democracy or you live long enough to see yourself become the oligarch.""";0;0;0;0;0;0;0;0;0;0;0;0;gotham city lokasi indonesia harvey dent bilang you either dia hero democracy orang you live long enough see yourself become oligarch
".; H. Imam Munandar (Gubernur Riau periode 1980-1985 dan 1985-1990) memperoleh gelar Datuk SriÃ¢?Â¦";0;0;0;0;0;0;0;0;0;0;0;0;h imam munandar gubernur riau periode dan gelar datuk sri
USER Iya sih kek komunis banget wkwkwk';1;0;1;0;0;1;0;0;0;1;0;0;user iya komunis banget
"4 Kebijakan Presiden Jokowi yg Bikin PNS Bahagia.; ; 1. Apartemen khusus bagi PNS. ; 2. THR lebih besar.; 3. Pensiunan dapat THR.; 4. PNS pria dapat cuti istri melahirkan. ; ; Fakta mana lg yg kalian dustakan.! ; ; #2019TetapJokowi ; ;";0;0;0;0;0;0;0;0;0;0;0;0;bijak presiden jokowi pegawai negeri sipil bahagia apartemen khusus pegawai negeri sipil tunjang raya pensiun tunjang raya pegawai negeri sipil pria cuti istri lahir fakta kalian dusta jokowi
Gua sbnrnya paling males bagian yg ini \nHadeh tp kudu ye \n\nBuat admin bangsat gua cuma kenal jirapuncel sama xogentot awalnya orangnya humoris,goblok otaknya setengah,hadeh homoan nih org dua';0;1;0;0;0;0;0;0;0;0;0;0;aku pal malas iya admin bangsat aku kenal jirapuncel xogentot orang humoris goblok otak homo nih orang
Bersiap usir sepasang= ASING-CINA,, USER USER USER USER USER USER USER SelamatkenHutan;1;0;1;0;0;1;0;0;0;1;0;0;usir pasang asing cina user user user user user user user selamat hutan
RT USER USER USER Hahaha tereak2 cina lu gak ngaca ye junjungan lu itu keturunan etnis ape ?;1;0;1;0;0;1;0;0;0;1;0;0;rt user user user teriak teriak cina kamu tidak kaca iya junjung kamu turun etnis
USER Yg tebar nyir nyir apa itu bukan seperti teroris, emang teroris cm indentik hanya bom ???';0;0;0;0;0;0;0;0;0;0;0;0;user tebar anjir anjir teroris teroris indentik bom
"according to temanku yg kafir dan cina, nabi yunus itu OG vorefag

which is true

fckn sand people i swear to god";0;1;0;0;0;0;0;0;0;0;0;0;accord teman kafir dan cina nabi yunus og vorefag true fuck sand people i sumpah god
USER Alah bacot congor lu bau';1;1;1;0;0;0;1;0;0;1;0;0;user bacot congor kamu bau
\xe2\x80\x9cyang menyebabkan agama itu cacat ialah hawa nafsu.\xe2\x80\x9d - HR Asysyihaa;0;0;0;0;0;0;0;0;0;0;0;0;agama cacat hawa nafsu asysyihaab
His organization which is Islamic Defender Front or in Indonesia(Front Pembela Islam/FPI) supporting HTI(Hizbut Tahrir Indonesia) which is affiliate with ISIS(Islamic Global terrorism). learder of FPI, Rizieq often criticize Indonesia Goverment, who ban HTI organization.;1;0;0;1;1;0;0;0;0;0;1;0;his organization islam defender front orang indonesia front bela islam front bela islam support hizbut tahrir indonesia hizbut tahrir indonesia affiliate isi islam global terrorism learder front bela islam rizieq often criticize indonesia goverment ban hizbut tahrir indonesia organization
Wah klau di Indonesia bisa diboikot tuh banknya. Iran negara islam aja trima uang cina URL;1;0;0;1;0;1;0;0;0;0;1;0;indonesia boikot bank iran negara islam terima duit cina url
Indonesia saat ini sedang darurat teroris, berbagai rentetan kejadian terorisme terjadi di Kota Surabaya dan Sidoarjo. Di Surabaya, bom meledak di 3 gereja dan mapolrestabes. Menurut artikel yg saya baca, pelaku dari aksi teror ini adalah 1 keluarga.\n.;0;0;0;0;0;0;0;0;0;0;0;0;indonesia darurat teroris rentet terorisme kota surabaya dan sidoarjo surabaya bom ledak gereja dan markas polisi resor kota artikel saya baca laku aksi teror keluarga
HahhahaHhH.... Fuck n miss all of you... Bangsat!!! Nazif chivas... Farouqy mabookkkk...,,,,;0;1;0;0;0;0;0;0;0;0;0;0;fuck dan miss you bangsat nazif chivas farouqy mabuk
RT USER USER USER USER Bener kamu ngga ada apa-apa nya;1;0;1;0;0;0;0;0;1;1;0;0;rt user user user user kamu tidak
USER USER Bencong tu apa';0;0;0;0;0;0;0;0;0;0;0;0;user user bencong
Emang kalo temennya makan sampah kita jg harus makan sampah gtu? Kan gk sih ya.';0;0;0;0;0;0;0;0;0;0;0;0;teman makan sampah kita makan sampah tidak
percuma dapat banyak medali kalo ujung-ujungnya cuma diajak teriak KAFIR LENGSERKAN..;1;1;0;1;1;0;0;0;0;0;0;1;medali ujung ujung ajak teriak kafir lengser
"USER USER USER Santai aje bro..; ; Meski gue udah biasa diblock, tak satu pun akun yg gue block.; ; Meski ada Block Masela, Block Mahakam, Block East Natuna, Block East Kalimantan, Block Attaka, Block Kasuri, dll...; ; I don't car";0;0;0;0;0;0;0;0;0;0;0;0;user user user santai bro aku blok tidak akun aku blok blok blok mahakam blok east natuna blok east kalimantan blok attaka blok kasur dan lie lie i car
"Binaan Lapas Pasuruan Terancam Kehilangan Hak Pilih;";0;0;0;0;0;0;0;0;0;0;0;0;bina lembaga masyarakat pasuruan ancam hilang hak pilih
"People on internet commenting mame's visual
""so cute...look at rhis puppy boy uwu""
""he's really 80% shiba inu..""
And I agree
Meanwhile my indonesian friend
""imut ih kayak anak anjing..""
Bentar2... Kok gue gak terima yak??!?";0;0;0;0;0;0;0;0;0;0;0;0;people internet comment mame visual cute look rhis puppy boy he really shiba inu and i agree meanwhile indonesian friend imut kayak anak anjing bentar bentar aku tidak terima
USER Kegaduan di mulai adu domba di komporin ciribkhas modus penjajah menggunakan para kacung, waspada komunis ekonomi dan wilyah NKRI relah di jajah, pribumi dan agama di adu.. Sabu di sebar, eksodus TKA RRC 157.000 data SPSI berbekal waji;1;1;0;1;0;0;0;0;1;0;1;0;user gaduh adu domba kompor ciri khas modus jajah kacung waspada komunis ekonomi dan wilayah negara republik indonesia jajah pribumi dan agama adu sabu sebar eksodus tenaga kerja asing republik rakyat cina data serikat kerja indonesia bekal wajik
USER Lu enak2 makan gaji buta, uang raktat cm bermodal mulut sampah lu Ri. Ga malu ?';1;1;1;0;0;0;0;0;1;1;0;0;user kamu enak enak makan gaji buta duit rakyat modal mulut sampah kamu republik indonesia tidak malu
"USER yg penting gronbrekeng, gunting pita,; manajemen proyek tahap2nya lewatin aj lah; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #Plo";1;1;0;1;0;0;0;0;1;0;1;0;user groundbreaking gunting pita manajemen proyek tahap tahap ahli kecebong tukang tipu kecebong goblok tidak ketulungan plonga plongo akibat optimisme ganti presiden plo
There is no Malaysia anymore. It's MalayCHEAT? Ã°ÂÂÂ #ShameOnYouMalaysia #SEAGames2017;1;0;0;1;0;0;0;0;1;0;1;0;malaysia anymore it malaysia cheat shame you malaysia sea game
USER Krn itu bbrp milih main di rusia, turki, china krn katanya sih tax heaven \nAlias 48G wes paling bener sambil angkat sekali lagi lightstick mu kawan di sayidan di jalanan tuangkan air kedamaian.';0;0;0;0;0;0;0;0;0;0;0;0;user pilih main rusia turki cina tax heaven alias puluh delapan gram pal angkat lightstick mu kawan sayid jalan tuang air damai
Pilkada Jawa Timur yg paling ayem dan santai, Cagub dan rakyatnya juga adem karena sudah dewasa dalam politik, saya bangga sbg arek suroboyo;0;0;0;0;0;0;0;0;0;0;0;0;pilih kepala daerah jawa timur pal ayem dan santai calon gubernur dan rakyat adem dewasa politik saya bangga arek surabaya
#nctea dulu kukira renjun member korea dan jungwoo member asing. Gimana tho:(';0;0;0;0;0;0;0;0;0;0;0;0;nctea aku renjun member korea dan jungwoo member asing though
USER Tendang pelan2 49% asing...#2019TetapJokowi';0;0;0;0;0;0;0;0;0;0;0;0;user tendang pelan pelan asing jokowi
Saya suka video USER;0;0;0;0;0;0;0;0;0;0;0;0;saya suka video user
USER Tiati euy bayu gatra edan pisan lah';0;1;0;0;0;0;0;0;0;0;0;0;user hati hati bayu gatra gila banget
USER USER USER USER Setuju. Memang PKS bukan PKI. Cara2 PKI ini persis seperti cara2 pks menggaet golongan akar rumput dengan isu2 agama. Maka dari itu PKS disebut sbg partai komunis syariah.';1;0;0;1;1;1;0;0;0;0;1;0;user user user user tuju partai adil sejahtera partai komunis indonesia partai komunis indonesia persis partai adil sejahtera gaet golong akar rumput isu isu agama partai adil sejahtera partai komunis syariat
USER USER USER wew penjilat penghina Habib, gimana loe mau minta syafaat bonggg cucu baginda Nabi loe hina-hina begini';1;1;1;0;1;0;0;0;0;1;0;0;user user user jilat hina habib kamu syafaat kecebong cucu baginda nabi kamu hina hina
"USER sikap apa emang yg diharapkan soal 65, papua, lgbt, dan hak-hak sipil? berani bilang pki gak bersalah, papua berhak merdeka, lgbt harus dihargai eksistensi &amp; hak2nya, hak sipil harus dipenuhi? boleh aja. orang bebas bersikap, bergantung";0;0;0;0;0;0;0;0;0;0;0;0;user sikap harap papua lesbian gay bisexual transgender dan hak hak sipil berani bilang partai komunis indonesia tidak salah papua hak merdeka lesbian gay bisexual transgender harga eksistensi hak hak hak sipil penuh orang bebas sikap gantung
Rightfully so. RT tell Israel to go fuck itself, tell em I said so okay? Meanwhile, in the US, they are trying to get a bill passed that would completely decriminalize the immigrants from ALL crimes. Called a new way forward this bill is devious.;1;1;0;1;0;0;0;0;1;0;1;0;rightfully rt tell israel go fuck itself tell em i say ok meanwhile u they try get bon pas would completely decriminalize immigrant crime call new way forward bon devious
"6. USER maksa banget pingin jadi Presiden padahal MAS paling Cuma bisa jadi maling uang rakyat.&amp; gaya pilitiknya selalu pakai ayat, mayat dan agama. Demi ambisi!! Orang seperti ini otaknya normal apa gk ya? #MardaniKelimpungan";1;1;1;0;0;0;0;0;1;1;0;0;user paksa banget presiden pal maling duit rakyat gaya politik pakai ayat mayat dan agama ambisi orang otak normal tidak mardani kelimpungan
USER USER tangkap segera ustot bajingan ini!! URL;1;1;1;0;0;0;0;0;1;0;0;1;user user tangkap ustaz bajing url
IPK 3,5 ra ono artine nek ra iso bahasa Inggris. Padahal jurusan bahasa neng SMA bukanlah jurusan yg favorit. Tapi Iso bahasa Inggris = modal awal golek gawean. Milih jadi TKI di Singapura yg berangkat tanpa gelar tapi pulang dah bisa ngomong bahasa Ingg;0;0;0;0;0;0;0;0;0;0;0;0;indeks prestasi kumulatif ra ono arti nek ra bahasa inggris jurus bahasa neng jurus favorit bahasa inggris modal golek kerja pilih tenaga kerja indonesia singapura berangkat gelar pulang bicara bahasa ing
USER USER Tunjukkan di dunia ini ada pernah Muslim membantai umat lain ?????? TUNJUKKAN bung !!!!!;1;0;1;0;0;0;0;0;1;1;0;0;user user dunia muslim bantai umat lie
"Buku Langka&gt; Tarich Agama Islam. ; Oleh; H. O. S. Tjokroaminoto. ; Tahun 1950. 183 Halaman. ; Hardcover. Harga 450.000. Minat?";0;0;0;0;0;0;0;0;0;0;0;0;buku langka tarich agama islam h si tjokroaminoto halaman hard cover harga minat
Most of that was the past though. Should he be confined to only speaking 20 year old ideals because that's what people remember of him? He growing we should let him, no?;0;0;0;0;0;0;0;0;0;0;0;0;pal though he confine speak old ideal people remember him he grow we let him
"USER USER USER Setipe sama yang dibelain. \nKata andalan ""cebong"" adalah pemuas syahwatnya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'";0;0;0;0;0;0;0;0;0;0;0;0;user user user tipe bela andal kecebong muas syahwat
jangan heran pemerintahan jokowi sekarang ini budaknya kulinya cina2 ahok kafir dan 9 naga...;1;1;1;0;0;1;0;0;0;1;0;0;heran perintah jokowi budak kuli cina cina ahok kafir dan naga
Presiden USER hadiri Milad PMII. selamat ultah PMII ~ USER USER USER USER #2019TetapJokowi #Jokowi2Periode #JokowiDuaPeriode #JokowiMembangunIndonesia;0;0;0;0;0;0;0;0;0;0;0;0;presiden user hadir milad gera mahasiswa islam indonesia selamat ulang gera mahasiswa islam indonesia user user user user jokowi jokowi periode jokowi periode jokowi bangun indonesia
"#lrt ya allah :(( barel ada barang diduga bom??? Merinding asli ya allah takut, mana td sempet mo beli dimsum gak kebayang kalo sampe ""kejadian"" \xf0\x9f\x98\xad\xf0\x9f\x98\xad'";0;0;0;0;0;0;0;0;0;0;0;0;light rail transit allah barel barang duga bom merinding asli allah takut beli dimsum tidak bayang
USER Dimaklumin aja, namanya juga KAMPRET, semua serba terbalik, hidupnya juga terbalik, menggelantung. Wajar kalau segala pemikirannya juga terbalik, kepalapun bau pesing karena kencingpun harus terbalik pula membasahi kepalanya. Pesing tak selalu;1;1;0;1;0;0;0;0;1;0;1;0;user maklum nama kampret serba hidup gelantung wajar pikir kepala bau pesing kencing basah kepala pesing tidak
RT USER: Hoax adalah ari ari politik pak jokowi Kebohongan sama dengan hoax hoax adalah kita wakwaww;1;0;1;0;0;0;0;0;1;1;0;0;rt user hoaks ari ari politik pak jokowi bohong hoaks hoaks kita
"#Indonesia is mourning the #death of #SalahuddinWahid, a prominent #Muslim cleric, #lawmaker and #democracy fighter.
Read more...  http://ow.ly/bEfB50ybCckÃÂ 
 USER  USER  USER";0;0;0;0;0;0;0;0;0;0;0;0;indonesia mourn death salahuddinwahid prominent muslim cleric lawmaker and democracy fighter read user user user
"USER Temen gue ada yg errr gue ga tau dia psiko apa engga tpi dia pernah ada laba"" lewat teros diinjek teros di makan\n\nEh sarap sih itu namanya'";0;1;0;0;0;0;0;0;0;0;0;0;user teman aku errr aku tidak tau dia psiko tidak dia laba injak makan sarap nama
lewat kamar kamu liat kamu elusin memek/ heh ngapain itu tangannya? -barom fc';0;1;0;0;0;0;0;0;0;0;0;0;kamar kamu lihat kamu elusi memek he tangan barom fuck
"You're so handsome, but short. Wkwkkw.
#2019GantiPresiden";0;1;0;0;0;0;0;0;0;0;0;0;you handsome short ganti presiden
"Masak bikin Riwayat kturunan ga bs! ; Sy umumkan darah sy; ; Ibu sy; Eci Diaman Tuti binti K.H Ahmad Yasadipura; Istri kakek saya R.A Karlina; ; Bapak sy; Indra Wijaya bin S.R.M (Sutan Rangkayo Mulia) H. Zaenal Arifin ; Istri kakek saya Hj Nurdiana; ; Cate";0;0;0;0;0;0;0;0;0;0;0;0;masak riwayat turun tidak aku darah aku ibu aku eci diam tuti binti k h ahmad yasa adipura istri kakek saya r karlina aku indra wijaya bin si r sutan rangkayo mulia h zaenal arifin istri kakek saya hj nurdiana cate
USER Dimanfaatkan utk politik rezim...';0;0;0;0;0;0;0;0;0;0;0;0;user manfaat politik rezim
Menurut kalian say enakan jilmek memek mulus apa memek yang lebat bulunya yang bikin sensasi?';0;1;0;0;0;0;0;0;0;0;0;0;kalian say enak jilat memek memek mulus memek lebat bulu sensasi
USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 bencong idiot it kl yg ga berani pk akun asli buat sebar hoax dan fitnah, nah skrng cb liat aja akun lu cong \xf0\x9f\x98\x82\xf0\x9f\x98\x82';1;1;1;0;0;0;1;1;0;1;0;0;user bencong idiot it tidak berani pak akun asli sebar hoaks dan fitnah coba lihat akun kamu cong
"Thin, but big liar  USER
#IncumbentInProblems
Ã°ÂÂÂ®Ã°ÂÂÂ©Ã°ÂÂÂ®Ã°ÂÂÂ©
#KpuJanganCurang
#SaveOurDemocracy https://twitter.com/Jhon_Khaneddy/status/1119441423823097856ÃÂ Ã¢ÂÂ¦";1;0;1;0;0;0;0;0;1;1;0;0;thin liar user incumbent problem komisi pilih curang save our democracy
USER Waduh, adminnya ga ada dukungan teknis dr ahli ekonomi partai ya. Akun resmi partai harus dimanfaatkan utk komunikasikan pesan yg berarti dan mendidik, paling tidak utk anggota dan simpatisannya.;0;0;0;0;0;0;0;0;0;0;0;0;user adminnya tidak dukung teknis ahli ekonomi partai akun resmi partai manfaat komunikasi pesan arti dan didik pal tidak anggota dan simpatisan
For fuck sake mcdonalds's breakfast should be up for 24 hours, those damn muffins;0;1;0;0;0;0;0;0;0;0;0;0;fuck sake mcdonalds breakfast hour damn muffin
RT USER kalau jokowi ga bs diingatkan... mundur aja jendral.. bantai doi th 2019 lewat pemilihan presiden;1;0;1;0;0;0;0;0;1;0;0;1;rt user jokowi tidak mundur jenderal bantai dia pilih presiden
"If you feel it was unfair, it's your right. Walk out because you were so angry? up to you. But  if your short temper and damaging the facility & refused say sorry, it's rude. That's not what sport is.
#shameonyoualjufferi
#shameonyoumalaysia
#shameonyoumalingsia
#AsianGames2018";0;0;0;0;0;0;0;0;0;0;0;0;you feel it unfair it your right walk you angry you your short temper and damage facility refuse say maaf it rude sport shame you aljufferi shame you malaysia shame you malaysia asi game
"Agama adalah energi, disatu sisi ia bisa konstruktif, dan disisi satu lain agama bisa merusak; yang demikian bukanlah agama yang bermasalah, namun orang-orang yang berbicara atas nama Agama, itulah Masalahnya.; ; - Syaikh Abdullah Bin Bayyah";0;0;0;0;0;0;0;0;0;0;0;0;agama energi sisi ia konstruktif dan sisi lie agama rusak agama orang orang bicara nama agama syaikh abdullah bin bayyah
"USER ada nama panggilanya ""yasuko"" entah alesanya apa ya? cuman dulu waktu kecil aku itu gendut,mata nya sipit, yah gitu lahh ~~ #SSemangatpagi'";0;0;0;0;0;0;0;0;0;0;0;0;user nama panggil yasuko ala aku gendut mata sipit semangat pagi
USER Tebal banget bentuk memek ya tante';0;1;0;0;0;0;0;0;0;0;0;0;user tebal banget bentuk memek tante
USER Bacot bae lu ah';1;1;1;0;0;0;0;0;1;1;0;0;user bacot kamu
Siapapun gubernur dan presidennya, rakyatnya, ya kitaÃÂ² juga...;0;0;0;0;0;0;0;0;0;0;0;0;gubernur dan presiden rakyat kita
RT USER: #RETWEET \nHijab Sangek Pengen Dientot\n\n(Part 2)\n\n#blowjob #kontol #hijab #ngentothijab #sepongkontol \n#sangeberat #san\xe2\x80\xa6';0;1;0;0;0;0;0;0;0;0;0;0;rt user retweet hijab sange dingentot part blowjob kontol hijab ngentot orang hijab sepong kontol sange berat san
USER Karna lu jbjbnya udah siang coba tdi pagi pasti masih pagi yakan? Tolong jangan goblok tang wkwk';0;1;0;0;0;0;0;0;0;0;0;0;user kamu join bareng join bareng siang coba pagi pagi iya tolong goblok tang
Presiden USER Keluhkan Minimnya Publikasi Asian Games XVIII #AsianGames2018;0;0;0;0;0;0;0;0;0;0;0;0;presiden user keluh minim publikasi asi game asi game
USER LAHH ITU DN LU BUNDA GEBLEK';1;1;1;0;0;0;0;0;1;1;0;0;user dan kamu bunda geblek
USER USER Tenggelamkan....itu bocah kepalanya korengan yg maha sombong selangit. Nangislaj kau keparat dlm wkt secepatnya';1;1;1;0;0;0;1;0;0;1;0;0;user user tenggelam bocah kepala koreng maha sombong langit menang kamu keparat cepat
USER USER USER USER USER USER USER ngakak bat jancuk wkwk';0;1;0;0;0;0;0;0;0;0;0;0;user user user user user user user akak banget jancuk
vote for yet another rich piece of shit that will absolutely NOT stop with the US imperialist crusade in the middle east and will keep funding saudi arabia and israel to genocide the yemeni and the palestinians? nah fam im good;0;1;0;0;0;0;0;0;0;0;0;0;pilih yet another rich piece shit absolutely stop u imperialist crusade east and keep fund saudi arabia and israel genocide yen and palestinian fam i good
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Lah emang sekarang presiden nya prabowo ,tolol boleh goblok kurangi ,';1;1;1;0;0;0;0;0;1;1;0;0;user user user user user user user user user user user user user user user user user user user user presiden prabowo tolol goblok
Fuck bitch anjing bangsat tolol bego tai stupid  https://twitter.com/answertheseq/status/616090879309189121ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,;0;1;0;0;0;0;0;0;0;0;0;0;fuck bitch anjing bangsat tolol bego tai bodoh
Fuck i love this.. My sperm close more;0;1;0;0;0;0;0;0;0;0;0;0;fuck i love sperm close
"#TolakPerpresTKA; #TolakPerpresTKA; #2019GantiPresiden; #2019PresidenBaru; ; Hai mahasiswa Indonesia, nih ada hadiah lipstik dan kolor untuk kalian dari seorang kakek tukang beca";1;0;0;1;0;0;0;0;1;0;1;0;tolak atur presiden tenaga kerja asing tolak atur presiden tenaga kerja asing ganti presiden presiden mahasiswa indonesia nih hadiah lipstik dan kolor kalian orang kakek tukang becak
"Make Our Country Great Again.

#2019GantiPresiden  pic.twitter.com/mimKxf1EqD";0;0;0;0;0;0;0;0;0;0;0;0;make our country great ganti presiden
Ã¢ÂÂI'm about to lose control and I think I like it!' Ã°ÂÂÂ¶ Ã°ÂÂÂ¼ Ã°ÂÂÂµ Ã°ÂÂÂµ pic.twitter.com/bwLgR4xTm5;0;0;0;0;0;0;0;0;0;0;0;0;i lose control and i think i like it
"Life is worth #travelling to places of tranquillity & #Bali is certainly a perfect place to travel with Fiesta Next !

For Reservations, visit us at:  http://www.fiestanext.com/ÃÂ 
#nature #tripbali #semarang #nusapenidatrip #cepiring #ustadabdulsomad #hti #fpi #saudiarabian pic.twitter.com/n1q5KXpmSM";0;0;0;0;0;0;0;0;0;0;0;0;life worth travel place tranquillity bal certainly perfect place travel fiesta next reservation unjung u nature trip bal semarang nusa penida trip cepiring ustad abdul somad hizbut tahrir indonesia front bela islam saudiarabian
Saatnya Di lengserkan. lengserkan jokowi;1;0;1;0;0;0;0;0;1;0;0;1;lengser lengser jokowi
"Worst seagames ever
#ShameOnYouMalaysia #ShameOnYouMalaysia";0;0;0;0;0;0;0;0;0;0;0;0;bad sea game ever shame you malaysia shame you malaysia
We, on the other hand, cant wait to knock down history for money. Pudu Jail. Stadium Merdeka. BBGS. #MalaysiaMiskinBudaya;0;0;0;0;0;0;0;0;0;0;0;0;we hand cant tunggu knock histori uang pudu jail stadium merdeka bbgs malaysia miskin budaya
'Sweeping Cina, Sweeping kafir,' di orasi anti Ahok.  http://bbc.in/2qUSsRNÃÂ  <- Just as we thought, Ahok is victim of racist and politics.;0;1;0;0;0;0;0;0;0;0;0;0;weep cina sweep kafir orasi anti ahok we think ahok korban racist and politics
Check it out! aknafi will create 3d photo realistic modeling and rendering for $5 on #Fiverr  https://www.fiverr.com/s2/b38f9e703fÃÂ  #shameonyoumalaysia;0;0;0;0;0;0;0;0;0;0;0;0;check it aknafi create photo realistic model and render five shame you malaysia
HOW ABOUT USING SYAITON(S) AND MUNAFIK(S) HHAHAHHSGSSHHS;0;0;0;0;0;0;0;0;0;0;0;0;use setan si and munafik si
BArU mEnanG LarI aJa diBeriTain sAnA-SiNi.\nLaLu BaGaimNa dEngN haFiz quran?\nGaK hEbOh tUch...\nDaSaR meDia cEboNg...';1;1;0;1;0;0;0;0;1;0;1;0;menang lari berita hafiz alquran tidak heboh dasar medium kecebong
terus aja eror jo, kampang kau dri kemaren gitu terus';1;1;1;0;0;0;0;0;1;1;0;0;eror jo kampang kamu kemarin
the n in dan stands for ngentot;0;1;0;0;0;0;0;0;0;0;0;0;dan dan stand ngentot
USER USER Hebat ya..bisa tampak saat bullying di CFD..bisa tdk tampak saat bendera Israel dikibarkan...bisa tampak saat bom Surabaya..bisa tdk tampak saat ada ancaman ke presiden..bisa tampak saat polisi menetapkan Tsk meski tidak dipakai;0;0;0;0;0;0;0;0;0;0;0;0;user user hebat bully car free day tidak bendera israel kibar bom surabaya tidak ancam presiden polisi sangka tidak pakai
USER USER Kita semua tidak pernah akan mempercayai yg negara Kita disuatu hari nanti akan dijajah oleh kerana terdapat kes2pembubaran sistem2 beraja dinegara Kita kini untuk menjadikan sebagai negara republik komunis padahal negara2 penjaja;0;0;0;0;0;0;0;0;0;0;0;0;user user kita tidak percaya negara kita jajah bubar sistem sistem beraja negara kita negara republik komunis negara negara jajah
"1. Mengapa Prabowo ingin jadi Presiden? Tanya saya kepada teman kemarin waktu bertemu di restoran, Metropolis Hong Kong. Teman ini saya kenal baik karena bisnisnya ada hubungan dengan Prabowo. ; ; USER; USER; USER";0;0;0;0;0;0;0;0;0;0;0;0;prabowo presiden saya teman kemarin temu restoran metropolis hong kong teman saya kenal bisnis hubung prabowo user user user
Jenis kelamin bayi buaya tergantung pada suhu telur, suhu dingin untuk jantan sedangkan betina pada suhu panas.';0;0;0;0;0;0;0;0;0;0;0;0;jenis kelamin bayi buaya gantung suhu telur suhu dingin jantan betina suhu panas
maka didirikan banyak badan ekstra konstitusional seperti Front Nasional yang digunakan oleh PKI sebagai wadah kegiatan politik.';0;0;0;0;0;0;0;0;0;0;0;0;badan ekstra konstitusional front nasional partai komunis indonesia wadah giat politik
Masih kepikiran juga sama air mineral yg tadi pagi baru diminum dikit pas nyetir tapi ngga sempet habisin karna kebelet eek yg akhirnya keburu imsak.';0;0;0;0;0;0;0;0;0;0;0;0;pikir air mineral pagi minum pa setir tidak habis kebelet tai keburu imsak
